step,time,cmd_vx,cmd_vy,cmd_wz,V_hat,Q_val,threshold,alpha,n_iters,filtered_abs_max,filtered_norm,delta_target_abs_max,delta_target_norm,roll,pitch,active,filtered_pb_0,filtered_pb_1,filtered_pb_2,filtered_pb_3,filtered_pb_4,filtered_pb_5,filtered_pb_6,filtered_pb_7,filtered_pb_8,filtered_pb_9,filtered_pb_10,filtered_pb_11,walk_target_pb_0,walk_target_pb_1,walk_target_pb_2,walk_target_pb_3,walk_target_pb_4,walk_target_pb_5,walk_target_pb_6,walk_target_pb_7,walk_target_pb_8,walk_target_pb_9,walk_target_pb_10,walk_target_pb_11,action_pb_0,action_pb_1,action_pb_2,action_pb_3,action_pb_4,action_pb_5,action_pb_6,action_pb_7,action_pb_8,action_pb_9,action_pb_10,action_pb_11
128,2.5732994079589844,0.0,0.0,0.0,-0.3493344783782959,-0.3493344783782959,-0.34758780598640443,1.0,0,0.12021024525165558,0.20988106727600098,0.03606307506561279,0.06296428292989731,-0.08376501500606537,0.02356822043657303,1,0.03872137,-0.025150126,-0.01170058,0.03070322,-0.022996495,0.014124226,-0.11793121,0.002835929,-0.07726539,-0.04528882,0.120210245,-0.06101583,-0.0050996765,0.9889712,-1.828519,-0.110600084,1.0048012,-1.9873359,0.10799484,0.93993896,-2.031079,0.076138526,0.8263535,-1.8529936,0.006516735,0.9814261,-1.8320291,-0.10138912,0.9979022,-1.9830986,0.072615474,0.94078976,-2.0542586,0.06255188,0.86241657,-1.8712983
129,2.594359874725342,0.0,0.0,0.0,-0.3640407919883728,-0.3640407919883728,-0.36222058802843093,1.0,0,0.10071667283773422,0.21348139643669128,0.03431570529937744,0.0706191286444664,-0.01334892213344574,0.011361422017216682,1,0.09846279,-0.08617137,-0.048577048,-0.009160716,-0.0003593936,-0.067594305,-0.0006764639,-0.059743017,-0.066314645,0.10071667,0.0042100893,0.0575519,0.015783444,1.0343157,-1.9582782,-0.0965002,1.0193938,-2.0084283,0.081010416,0.92275053,-1.9436587,0.103725076,0.83740324,-1.7603447,0.045322284,1.0,-1.9728513,-0.09924842,1.0,-2.0287066,0.08080748,0.90482765,-1.9635531,0.13394007,0.83866626,-1.7430792
130,2.61554217338562,0.0,0.0,0.0,-0.33592724800109863,-0.33592724800109863,-0.33424761176109313,1.0,0,0.17935822904109955,0.3622503876686096,0.053807467222213745,0.10867512971162796,-0.019466634839773178,-0.005529395304620266,1,0.17730732,-0.034959428,-0.077573165,0.121417396,0.042872418,-0.16568957,-0.003185393,-0.10818622,-0.011985089,0.17935823,-0.053288337,0.04058777,0.0024228618,1.0082955,-1.9700946,-0.11990485,0.9865715,-2.0027812,0.013012536,0.95361465,-1.9451311,0.051228553,0.8252745,-1.7811099,0.05561506,0.9978077,-1.9933665,-0.08347963,0.9994332,-2.052488,0.012056918,0.9211588,-1.9487265,0.10503602,0.809288,-1.7689337
131,2.634734630584717,0.0,0.0,0.0,-0.3407520353794098,-0.3407520353794098,-0.33904827520251274,1.0,0,0.09947507828474045,0.15794812142848969,0.029842525720596313,0.04738443344831467,-0.0851985365152359,-0.0038259904831647873,1,-0.09947508,0.016350994,0.05277361,-0.059835706,0.005952516,-0.082245246,-0.012674838,-0.012482559,-0.009043421,0.03453579,0.005371405,0.00025378168,-0.02219639,0.9941418,-1.8914691,-0.14527358,0.97537315,-1.960941,0.028718181,0.97340125,-2.0168648,0.030383289,0.82320255,-1.8248423,-0.052038915,0.9990471,-1.875637,-0.1632243,0.9771589,-1.9856145,0.024915729,0.96965647,-2.0195777,0.04074403,0.82481396,-1.8247662
132,2.6534526348114014,0.0,0.0,0.0,-0.335487425327301,-0.335487425327301,-0.33380998820066454,1.0,0,0.07437358051538467,0.12193557620048523,0.022312074899673462,0.036580707877874374,-0.11624541133642197,0.006222436670213938,1,-0.07437358,0.009864719,0.05310398,-0.024361096,0.02489979,-0.052521985,-0.03907256,-0.0021870593,-0.0045315684,-0.014277421,-0.02546592,0.006568739,-0.030136347,0.9731916,-1.808554,-0.15389569,0.97382367,-1.9367241,0.057849072,0.9688294,-2.029587,0.039064158,0.799479,-1.8475978,-0.05244842,0.97615105,-1.7926228,-0.16120403,0.9812936,-1.9524807,0.046127304,0.96817327,-2.0309465,0.03478093,0.79183924,-1.8456272
133,2.675297737121582,0.0,0.0,0.0,-0.35450488328933716,-0.35450488328933716,-0.35273235887289045,1.0,0,0.09364905208349228,0.17474234104156494,0.028094708919525146,0.05248880386352539,-0.05730854719877243,0.008917438797652721,1,0.04537607,-0.034928955,-0.015912298,-0.002772124,-0.021295883,-0.009139131,-0.09026598,-0.014069664,-0.07703465,-0.03369765,0.09364905,-0.04766579,-0.039480474,1.0054852,-1.8998681,-0.10300969,1.0069102,-1.9813972,0.09024392,0.9490748,-1.97999,0.10058912,0.84083945,-1.8243498,-0.025867652,0.9950065,-1.9046419,-0.10384133,1.0,-1.9841388,0.06316412,0.9448539,-2.0031004,0.09047982,0.86893415,-1.8386495
134,2.6945910453796387,0.0,0.0,0.0,-0.35684022307395935,-0.35684022307395935,-0.35505602195858954,1.0,0,0.12903469800949097,0.26642045378685,0.03871035575866699,0.07990699261426926,-0.013508553616702557,0.002083864761516452,1,0.11906874,-0.09160944,-0.07954833,-0.019587396,0.015664445,-0.1290347,0.011224245,-0.048887473,-0.0324357,0.10373941,-0.033777904,0.09660448,-0.0053753033,1.0209311,-1.9424154,-0.091801226,1.0043621,-2.0125306,0.018901438,0.94747317,-1.9199457,0.10263425,0.8386585,-1.770571,0.03034532,0.9934483,-1.9662799,-0.09767745,1.0,-2.051241,0.02226871,0.9328069,-1.9296764,0.13375607,0.8285251,-1.7415897
135,2.7145743370056152,0.0,0.0,0.0,-0.33470332622528076,-0.33470332622528076,-0.33302980959415435,1.0,0,0.18535664677619934,0.3246592879295349,0.05560699477791786,0.09739778190851212,-0.025855666026473045,-0.004355953074991703,1,0.11735427,-0.044213753,-0.021502681,0.09377652,-0.025505612,-0.15375075,0.07244845,-0.07451509,0.034366746,0.18535665,-0.033105344,0.09324783,-0.0040332824,1.0047406,-1.9536076,-0.110472195,0.9780135,-2.008307,-0.010721207,0.9829565,-1.9466537,0.052276958,0.83995,-1.800324,0.031172998,0.9914765,-1.9600583,-0.08233924,0.9703618,-2.0544322,0.011013329,0.960602,-1.9363437,0.10788395,0.8300184,-1.7723496
136,2.734365701675415,0.0,0.0,0.0,-0.3382112979888916,-0.3382112979888916,-0.33652024149894716,1.0,0,0.07720832526683807,0.12392938882112503,0.023162484169006348,0.03717883303761482,-0.09248869866132736,-0.0019426235230639577,1,-0.05382508,0.00770925,0.040649842,-0.029356265,0.0015498918,-0.077208325,-0.022043373,-0.022992598,-0.02892046,0.044390436,-0.008881294,0.004882918,-0.051603306,0.96921194,-1.8588363,-0.14371231,0.95228016,-1.9415764,0.025993288,0.98506653,-1.9852026,0.03882503,0.804565,-1.8348583,-0.06775083,0.9715247,-1.8466413,-0.1525192,0.95274514,-1.9647388,0.019380275,0.9781687,-1.9938787,0.052142162,0.8019006,-1.8333935
137,2.75386905670166,0.0,0.0,0.0,-0.3485957086086273,-0.3485957086086273,-0.3468527300655842,1.0,0,0.052010368555784225,0.1353430151939392,0.015603110194206238,0.0406029038131237,-0.09818802773952484,0.0019564777612686157,1,-0.05201037,-0.041866805,0.04787223,-0.025651207,-0.028604647,-0.045539256,-0.04862614,-0.03683211,-0.029337406,0.033552427,0.00094322005,0.04805824,-0.034526758,0.98782647,-1.8440037,-0.14223057,0.9719991,-1.945234,0.048672087,0.9957153,-2.0011525,0.04269411,0.7935997,-1.8411531,-0.050129868,0.9752664,-1.829642,-0.14992593,0.9634177,-1.9588957,0.034084246,0.9846657,-2.0099537,0.05275984,0.79388267,-1.8267356
138,2.7731339931488037,0.0,0.0,0.0,-0.35586613416671753,-0.35586613416671753,-0.35408680349588395,1.0,0,0.07730750739574432,0.15095634758472443,0.023192226886749268,0.048207469284534454,-0.04009334370493889,0.005427896045148373,1,0.06893869,-0.031311996,-0.035375904,-0.0268585,-0.009047605,-0.03496107,-0.060576383,-0.006924581,-0.052738544,-0.033259973,0.07730751,-0.014013769,0.0024157315,1.0113482,-1.9112471,-0.11358889,1.0154881,-1.9844891,0.08343418,0.95216316,-1.9366702,0.08913535,0.8243588,-1.8018057,0.023097338,1.0,-1.9218599,-0.12164644,1.0,-1.9949774,0.06526126,0.95008576,-1.9524918,0.07915735,0.84755105,-1.8060099
139,2.79642391204834,0.0,0.0,0.0,-0.3465781807899475,-0.3465781807899475,-0.3448452898859978,1.0,0,0.15260004997253418,0.2716311812400818,0.04577994346618652,0.0845562219619751,-0.007149821612983942,0.006844933144748211,1,0.12506829,-0.051602587,-0.05999301,0.046524975,0.0155599965,-0.15260005,0.005246847,-0.07376766,0.0067834198,0.13248318,-0.027076704,0.048844814,0.011522792,1.0124929,-1.9410584,-0.09822578,1.0230442,-2.0139122,0.024614356,0.9488423,-1.903426,0.0933719,0.8282043,-1.7882569,0.049043283,0.99701214,-1.9590563,-0.08426829,1.0,-2.0596921,0.02618841,0.926712,-1.901391,0.13311686,0.82008123,-1.7736034
140,2.813682794570923,0.0,0.0,0.0,-0.3465538024902344,-0.3465538024902344,-0.3448210334777832,1.0,0,0.11291857063770294,0.16496123373508453,0.03387557342648506,0.04948830604553223,-0.04756425693631172,0.006541869603097439,1,-0.012393647,-0.017222412,0.021819597,0.01581076,-0.033903763,-0.07516973,0.025695682,-0.06369024,0.017976865,0.11291857,0.007231968,0.037325278,-0.013765842,0.9860098,-1.9060049,-0.121887214,0.9841844,-2.003858,0.010276958,0.9902775,-1.9401886,0.05331951,0.8114246,-1.8309143,-0.017483937,0.98084307,-1.899459,-0.11714399,0.97401327,-2.026409,0.017985662,0.9711705,-1.9347956,0.08719508,0.8135942,-1.8197167
141,2.8350460529327393,0.0,0.0,0.0,-0.339358389377594,-0.339358389377594,-0.337661597430706,1.0,0,0.0781116709113121,0.1646079421043396,0.023433499038219452,0.04938230291008949,-0.09818576276302338,-0.00150210945867002,1,-0.025410408,-0.020278826,0.031372465,-0.022639237,-0.010535465,-0.058596674,-0.044546075,-0.06772188,-0.070206635,0.07811167,-0.048741173,0.031950135,-0.050226223,0.96735203,-1.8547108,-0.13367124,0.9461891,-1.9326117,0.009919107,1.0120413,-1.9792969,0.047395073,0.7963017,-1.8422796,-0.057849344,0.96126837,-1.8452991,-0.14046301,0.94302845,-1.9501907,-0.0034447163,0.9917248,-2.0003588,0.07082857,0.7816794,-1.8326945
142,2.854748487472534,0.0,0.0,0.0,-0.35823947191238403,-0.35823947191238403,-0.35644827455282213,1.0,0,0.09346015006303787,0.1689237803220749,0.02803802490234375,0.0506771095097065,-0.06748036295175552,-0.006554357707500458,1,0.07860226,-0.060554273,-0.027686128,0.0046333834,-0.027199425,-0.052416846,-0.009579187,-0.016738983,-0.039525,0.057547223,0.02083557,0.09346015,-0.011073306,0.9979768,-1.9036785,-0.11537142,0.9949748,-1.9683602,0.05392173,1.0028067,-1.9774487,0.06710583,0.80261517,-1.8199962,0.0125073735,0.9798105,-1.9119843,-0.1139814,0.986815,-1.9840852,0.051047973,0.997785,-1.9893062,0.084369995,0.80886585,-1.7919582
143,2.874885082244873,0.0,0.0,0.0,-0.3534214496612549,-0.3534214496612549,-0.35165434241294863,1.0,0,0.09122827649116516,0.151449054479599,0.02736842632293701,0.05084805190563202,-0.008885050192475319,0.0010452253045514226,1,0.08192587,-0.03390605,-0.030358655,-0.030052945,-0.007822996,-0.09122828,0.016718922,-0.045317866,-0.0131877875,0.020130655,0.03976179,0.019321738,0.01272919,1.0058116,-1.9303741,-0.09300254,1.0229504,-1.9972705,0.0706339,0.9665741,-1.9168129,0.10014285,0.8347082,-1.7774713,0.03730695,0.99563974,-1.9394817,-0.10201843,1.0,-2.024639,0.07564958,0.95297873,-1.9207692,0.106182046,0.8466368,-1.7716748
144,2.894725799560547,0.0,0.0,0.0,-0.3285166621208191,-0.3285166621208191,-0.326874078810215,1.0,0,0.1661476492881775,0.27828723192214966,0.04984426498413086,0.084630087018013,-0.027286997064948082,0.009327101521193981,1,0.11193518,-0.016471561,-0.005903655,0.0766992,-0.004498878,-0.16614765,0.05829888,-0.05539738,0.050437465,0.12769222,-0.044730607,0.06150109,-0.00031081587,0.9869858,-1.8849277,-0.111866646,1.0139332,-2.0080822,0.017017715,0.97056824,-1.9379212,0.06481657,0.8122846,-1.8277618,0.03326974,0.98204434,-1.8866988,-0.08885688,1.0,-2.0579264,0.03450738,0.95394903,-1.9227899,0.10312424,0.7988654,-1.8093114
145,2.914844274520874,0.0,0.0,0.0,-0.33984431624412537,-0.33984431624412537,-0.3381450946629047,1.0,0,0.06942790001630783,0.1541006863117218,0.02082836627960205,0.046230219304561615,-0.08246862888336182,0.00935975182801485,1,-0.03869458,-0.0012196874,0.050974134,-0.0527757,-0.0008297202,-0.0694279,0.016575139,-0.06940437,-0.027411574,0.0693643,-0.020268328,0.031279348,-0.029658891,0.9679395,-1.8366275,-0.14354065,0.96871436,-1.9462327,0.026025645,0.9975575,-1.9744849,0.044391844,0.7774742,-1.8317716,-0.041267265,0.9675736,-1.8213352,-0.15937336,0.96846545,-1.967061,0.030998187,0.9767362,-1.9827083,0.06520113,0.7713937,-1.8223878
146,2.934410333633423,0.0,0.0,0.0,-0.3509146571159363,-0.3509146571159363,-0.34916008383035657,1.0,0,0.12092460691928864,0.2025504857301712,0.03627729415893555,0.06076508015394211,-0.08509247750043869,-0.0011675803689286113,1,0.047144618,-0.057218153,-0.027022203,0.03777894,-0.02019726,-0.015129208,-0.114629716,-0.06121563,-0.12092461,0.008440199,0.015366467,-0.03030587,-0.013228416,0.9878003,-1.8688003,-0.13309927,0.99884224,-1.9485284,0.04664345,0.9958173,-1.9904389,0.048370462,0.77740175,-1.817428,0.0009149695,0.9706349,-1.876907,-0.12176559,0.99278307,-1.9530672,0.012254536,0.97745264,-2.0267162,0.050902523,0.7820117,-1.8265197
147,2.954247236251831,0.0,0.0,0.0,-0.35712671279907227,-0.35712671279907227,-0.3553410792350769,1.0,0,0.10439938306808472,0.17430776357650757,0.031319815665483475,0.05863459035754204,-0.019784577190876007,-0.0049908580258488655,1,0.10439938,-0.038626753,-0.04489663,-0.046803128,0.003689561,-0.07254921,0.0033092909,-0.036047027,-0.057802204,0.016592102,0.0556428,0.022041949,0.008293197,0.99696606,-1.9278408,-0.10785385,1.0265472,-1.9760199,0.070315674,0.9815562,-1.9523731,0.09416504,0.8074886,-1.7611759,0.039613012,0.985378,-1.9413098,-0.12189479,1.0,-1.9977846,0.071308464,0.97074205,-1.9697138,0.09914267,0.82418144,-1.7545633
148,2.974801778793335,0.0,0.0,0.0,-0.33091118931770325,-0.33091118931770325,-0.3292566333711147,1.0,0,0.17012478411197662,0.3100908398628235,0.05103754997253418,0.09950511902570724,-0.01352823618799448,0.0043225535191595554,1,0.11541912,-0.035016548,-0.008851556,0.106112316,-0.010336428,-0.17012478,0.05887214,-0.038373694,0.07539533,0.14367063,-0.04314485,0.089974925,-0.00424736,0.9878838,-1.9182628,-0.09688468,1.0354514,-2.0021906,0.04970877,0.976924,-1.9188904,0.09036053,0.82488817,-1.8027881,0.030378379,0.97737885,-1.9209183,-0.06505099,1.0,-2.0532281,0.067370415,0.9654119,-1.8962717,0.13346171,0.8119447,-1.7757957
149,2.9933230876922607,0.0,0.0,0.0,-0.3376426696777344,-0.3376426696777344,-0.3359544563293457,1.0,0,0.11396040767431259,0.14868225157260895,0.034188151359558105,0.04460469260811806,-0.06403333693742752,0.01461359765380621,1,0.0004480778,-0.0048099165,0.026186401,0.015502236,0.0010721611,-0.11396041,0.029291652,-0.019769356,0.028767098,0.07519634,0.017249523,0.011853091,-0.028533421,0.9723201,-1.837949,-0.12123765,0.99318427,-1.9796356,0.007774286,0.9893306,-1.977588,0.061735313,0.7950268,-1.8368785,-0.028398998,0.9708771,-1.8300931,-0.11658698,0.9935059,-2.0138237,0.016561782,0.9833998,-1.9689579,0.084294215,0.80020165,-1.8333226
150,3.0132954120635986,0.0,0.0,0.0,-0.34217530488967896,-0.34217530488967896,-0.34046442836523055,1.0,0,0.10247988998889923,0.17365367710590363,0.030743956565856934,0.052096057683229446,-0.09834830462932587,0.009354918263852596,1,0.020603798,-0.017939702,0.01911965,-0.021244379,0.010713953,-0.04228681,-0.06367862,-0.10128287,-0.10247989,-0.0028173923,-0.0031872483,-0.043081217,-0.04547503,0.969547,-1.8190042,-0.13652895,0.9702872,-1.9443476,0.040120497,0.9925404,-1.9953495,0.051818658,0.78532046,-1.8325009,-0.03929389,0.9641651,-1.8132683,-0.14290227,0.9735014,-1.9570336,0.02101691,0.9621556,-2.0260935,0.05097344,0.7843643,-1.8454252
151,3.0336663722991943,0.0,0.0,0.0,-0.3654463291168213,-0.3654463291168213,-0.36361909747123716,1.0,0,0.10550806671380997,0.192787766456604,0.03165242075920105,0.06189458444714546,-0.04802677035331726,-0.00627447385340929,1,0.10550807,-0.041538745,-0.051673193,-0.00490897,-0.0071495073,-0.02945106,-0.07930571,-0.02828567,-0.09369255,-0.022299835,0.05889656,-0.029379342,0.009235568,0.993049,-1.919575,-0.12275907,1.022147,-1.9515332,0.08853485,0.9796444,-1.9754267,0.07382951,0.7727943,-1.7625415,0.04088799,0.9805874,-1.935077,-0.124231756,1.0,-1.9603685,0.06474313,0.97115874,-2.0035346,0.06713956,0.79046327,-1.7713554
152,3.0546135902404785,0.0,0.0,0.0,-0.3515668511390686,-0.3515668511390686,-0.34980901688337324,1.0,0,0.1394503265619278,0.2523496150970459,0.04183506965637207,0.08312013000249863,-0.009532414376735687,-0.011082666926085949,1,0.119245306,-0.048473593,-0.05268577,0.020755531,0.01165818,-0.13945033,0.042922866,-0.07006373,-0.0178079,0.1078829,-0.022674331,0.07142156,0.012039542,0.9983036,-1.9366698,-0.1186464,1.0344958,-1.9737098,0.067880675,0.9623863,-1.925127,0.08700957,0.8094584,-1.7442223,0.047813136,0.9837615,-1.9524755,-0.11241974,1.0,-2.015545,0.080757536,0.9413672,-1.9304694,0.11937444,0.80265605,-1.7227958
153,3.0764224529266357,0.0,0.0,0.0,-0.32547369599342346,-0.32547369599342346,-0.3238463275134563,1.0,0,0.19419345259666443,0.2628590166568756,0.058258056640625,0.08141396939754486,-0.046674471348524094,0.004600598942488432,1,0.08852677,-0.014011677,0.0006110814,0.06926206,0.01571992,-0.19419345,0.0445346,-0.019749552,0.06672837,0.09620148,-0.030801546,0.035724096,-0.014645979,0.98730326,-1.8810756,-0.12431075,1.0207831,-1.9987357,0.013007365,0.97329766,-1.9620571,0.058760367,0.80674237,-1.8177618,0.011912053,0.98309976,-1.8808923,-0.10353213,1.0,-2.0569937,0.026367746,0.9673728,-1.9420387,0.08762081,0.7975019,-1.8070445
154,3.0941805839538574,0.0,0.0,0.0,-0.3411101698875427,-0.3411101698875427,-0.339404619038105,1.0,0,0.09367714822292328,0.15842467546463013,0.028103142976760864,0.04825398325920105,-0.09117662161588669,0.02229839377105236,1,-0.09367715,-0.0051877424,0.08440206,-0.04245761,0.007060229,-0.07784299,-0.027394414,-0.0052597965,0.012182342,-0.006223864,-0.016638353,0.004268885,-0.019936495,0.976429,-1.7789158,-0.13376069,1.0086069,-1.9891238,0.050252132,0.9550921,-1.9903506,0.050275926,0.8066554,-1.8323834,-0.048039638,0.97487265,-1.7535951,-0.14649798,1.0,-2.0124767,0.042033806,0.95351416,-1.9866959,0.048408765,0.8016639,-1.8311027
155,3.113626003265381,0.0,0.0,0.0,-0.3532037138938904,-0.3532037138938904,-0.35143769532442093,1.0,0,0.08282657712697983,0.15104828774929047,0.024847976863384247,0.04787897318601608,-0.07654964178800583,0.02261996455490589,1,0.04089933,-0.032076914,-0.009866059,0.017316937,-0.005425438,-0.037555344,-0.08282658,-0.04949078,-0.07046909,-0.032476712,0.040252972,-0.03641889,-0.0036291778,0.9945198,-1.8154131,-0.1292606,1.0155448,-1.9769857,0.08295413,0.94836676,-1.9922361,0.061927833,0.7809564,-1.8191493,0.008640622,0.9848968,-1.818373,-0.12406552,1.0,-1.9882523,0.058106154,0.93351954,-2.013377,0.05218482,0.7930323,-1.8300749
156,3.1345722675323486,0.0,0.0,0.0,-0.36291253566741943,-0.36291253566741943,-0.36109797298908236,1.0,0,0.13999749720096588,0.23630669713020325,0.041999250650405884,0.08158950507640839,-0.028609735891222954,0.004152426961809397,1,0.1399975,-0.06933259,-0.06429857,-0.0027847597,0.010828333,-0.09044404,0.012547785,-0.0625922,-0.071921125,0.08092652,-0.0037203936,0.05642953,0.02319286,1.0101793,-1.9043708,-0.117896535,1.0405182,-1.9911335,0.07785759,0.94542754,-1.9551494,0.08350989,0.7796268,-1.7438918,0.06519211,0.9893795,-1.9236604,-0.11873196,1.0,-2.0182667,0.08162193,0.92664987,-1.9767257,0.10778785,0.7785107,-1.7269629
157,3.154552698135376,0.0,0.0,0.0,-0.3383028507232666,-0.3383028507232666,-0.33661133646965025,1.0,0,0.1557551473379135,0.29166391491889954,0.04672658443450928,0.09303462505340576,-0.02554764598608017,-0.006997875403612852,1,0.13735278,-0.027314475,-0.040632423,0.089308485,0.020115562,-0.15575515,0.014774126,-0.09520616,-0.016755354,0.14243686,-0.022273727,0.0285842,0.015404291,1.0045872,-1.9224252,-0.14694294,1.032183,-1.9755036,0.05077994,0.9492463,-1.9322368,0.058252566,0.79183286,-1.7343854,0.056610126,0.99639285,-1.9346149,-0.120150395,1.0,-2.0222301,0.055212177,0.92068446,-1.9372634,0.10098363,0.78515077,-1.72581
158,3.1734275817871094,0.0,0.0,0.0,-0.3306637108325958,-0.3306637108325958,-0.3290103922784328,1.0,0,0.14730755984783173,0.16501937806606293,0.04419231414794922,0.05465439334511757,-0.0745481327176094,0.004962364211678505,1,-0.018017339,-0.007515788,0.043071825,0.008771935,-0.002299406,-0.14730756,-0.009816127,-0.014921845,0.01899368,0.04502249,-0.016501185,0.015305408,-0.02364853,0.9894777,-1.8312094,-0.1497586,1.0231678,-1.9834387,0.03220485,0.95138264,-1.9978967,0.053011697,0.80022025,-1.7998691,-0.029053733,0.98722297,-1.8182878,-0.14712703,1.0,-2.027631,0.029260013,0.9469061,-1.9921986,0.06651844,0.7952699,-1.7952775
159,3.1945576667785645,0.0,0.0,0.0,-0.3460596799850464,-0.3460596799850464,-0.34432938158512116,1.0,0,0.08751988410949707,0.1342010498046875,0.026256084442138672,0.04050774872303009,-0.08690112829208374,0.021557869389653206,1,-0.039551985,-0.021745367,0.060699258,-0.0030693323,-0.009940502,-0.087519884,-0.04321544,-0.016524762,0.012481153,0.0043251924,-0.0065890015,0.046495102,-0.040833816,0.98523045,-1.7635463,-0.12856242,1.005373,-1.9845569,0.061305776,0.9370474,-2.0163703,0.0689749,0.81267095,-1.8253473,-0.052699413,0.97870684,-1.7453365,-0.12948322,1.0,-2.010813,0.048341144,0.93209,-2.012626,0.07027245,0.8106942,-1.8113987
160,3.2135009765625,0.0,0.0,0.0,-0.3607974648475647,-0.3607974648475647,-0.3589934775233269,1.0,0,0.09224308282136917,0.1836068332195282,0.037045955657958984,0.06608831882476807,-0.04318541660904884,0.019892608746886253,1,0.07110852,-0.058983892,-0.033499837,0.013807465,-0.020755852,-0.014874167,-0.09224308,-0.02795519,-0.0878897,-0.0090411585,0.07018342,-0.034477297,0.0013910979,1.0136251,-1.8669858,-0.11621811,1.037046,-1.9943311,0.1028805,0.9163923,-1.952343,0.097733915,0.8138695,-1.7766547,0.022723654,0.99592996,-1.8770357,-0.11207587,1.0,-1.9987934,0.075207576,0.9080058,-1.9787099,0.09502157,0.8349245,-1.7869979
161,3.2342631816864014,0.0,0.0,0.0,-0.3512703776359558,-0.3512703776359558,-0.349514025747776,1.0,0,0.15308032929897308,0.27921444177627563,0.0459241047501564,0.08944068849086761,-0.022533535957336426,0.0032100991811603308,1,0.121684924,-0.07672608,-0.041908488,0.067079075,0.0026766253,-0.109007925,0.022223694,-0.09345525,-0.053499475,0.15308033,-0.02277226,0.055485554,0.0048820674,1.0005457,-1.9101608,-0.13385196,1.0313658,-1.9911497,0.06353909,0.9292027,-1.923898,0.09104415,0.79699457,-1.7448215,0.041387547,0.9775279,-1.9227333,-0.11372824,1.0,-2.023852,0.070206195,0.9011661,-1.9399478,0.13696826,0.79016286,-1.7281759
162,3.2541866302490234,0.0,0.0,0.0,-0.33068618178367615,-0.33068618178367615,-0.32903275087475775,1.0,0,0.15612146258354187,0.2711810767650604,0.04683643579483032,0.08135426044464111,-0.05454278364777565,-0.0007766116759739816,1,0.08512298,-0.018004676,0.0014179162,0.06629418,-0.013036831,-0.15011223,0.049523193,-0.07906677,0.020961883,0.15612146,-0.03721329,0.06297836,-0.020806119,0.9773678,-1.883622,-0.13628401,0.9972689,-1.9560283,0.020228483,0.9699709,-1.96184,0.06489687,0.7981086,-1.7865455,0.004730776,0.9719664,-1.8831967,-0.11639576,0.99335784,-2.001062,0.03508544,0.94625086,-1.9555515,0.1117333,0.78694457,-1.767652
163,3.2744178771972656,0.0,0.0,0.0,-0.345113068819046,-0.345113068819046,-0.3433875034749508,1.0,0,0.07748879492282867,0.14162863790988922,0.0232466459274292,0.04248858988285065,-0.09073192626237869,0.007618969772011042,1,-0.05923713,-0.021421663,0.068640694,-0.01526242,-0.016483862,-0.077488795,-0.035615493,-0.037344508,-0.011426699,0.03316108,-0.015914781,0.026896885,-0.048656248,0.96953815,-1.8096665,-0.13563561,0.99583304,-1.958898,0.051122203,0.94834864,-1.9903839,0.06314632,0.80689317,-1.8110007,-0.06642739,0.96311164,-1.7890743,-0.14021434,0.9908879,-1.9821446,0.040437557,0.9371453,-1.9938118,0.07309465,0.8021187,-1.8029317
164,3.2932066917419434,0.0,0.0,0.0,-0.35284650325775146,-0.35284650325775146,-0.3510822707414627,1.0,0,0.11069927364587784,0.18263675272464752,0.03320978209376335,0.05672977492213249,-0.07107477635145187,0.014472026377916336,1,0.008839595,-0.042195424,0.0054904404,0.04024881,-0.027200017,-0.027594833,-0.11069927,-0.018680546,-0.054653842,-0.036658462,0.08414476,-0.06581521,-0.020684876,0.9840138,-1.8157163,-0.124797516,1.0168166,-1.9768419,0.09253961,0.9365077,-1.9755248,0.08771915,0.8089174,-1.8167696,-0.018032998,0.97135514,-1.8140692,-0.11272287,1.0,-1.9851204,0.059329826,0.93090355,-1.991921,0.07672161,0.8341608,-1.8365141
165,3.314100503921509,0.0,0.0,0.0,-0.3605518937110901,-0.3605518937110901,-0.35874913424253463,1.0,0,0.0825817734003067,0.17492736876010895,0.030048727989196777,0.06035374850034714,-0.025417093187570572,0.011936751194298267,1,0.08258177,-0.07073192,-0.0365015,0.011921992,-0.012611184,-0.078105375,-0.010757831,-0.05397268,-0.043842036,0.07109067,0.022701008,0.022863079,-0.0012287572,0.99843484,-1.8890208,-0.111643985,1.0300487,-1.9764832,0.07581367,0.9359458,-1.9188387,0.112016946,0.8130941,-1.7646434,0.023545776,0.9772153,-1.8999712,-0.108067386,1.0,-1.9999149,0.07258633,0.919754,-1.9319913,0.13334414,0.8199044,-1.7577845
166,3.335271120071411,0.0,0.0,0.0,-0.3406164050102234,-0.3406164050102234,-0.3389133229851723,1.0,0,0.14372128248214722,0.2881331741809845,0.04311639070510864,0.08856301754713058,-0.02218107134103775,0.00349117792211473,1,0.13522579,-0.051621083,-0.044117,0.07801988,0.012881349,-0.13850674,0.019520402,-0.10067901,-0.03649023,0.14372128,-0.027407194,0.037824795,-0.0014615059,0.9861735,-1.895002,-0.11975178,1.0196589,-1.9843595,0.027835853,0.9485714,-1.9160436,0.08354448,0.80629504,-1.7692817,0.03910623,0.9706872,-1.9082371,-0.09634581,1.0,-2.0259116,0.033691972,0.9183677,-1.9269907,0.12666087,0.7980729,-1.7579343
