step,time,cmd_vx,cmd_vy,cmd_wz,V_hat,Q_val,threshold,alpha,n_iters,filtered_abs_max,filtered_norm,delta_target_abs_max,delta_target_norm,roll,pitch,active,filtered_pb_0,filtered_pb_1,filtered_pb_2,filtered_pb_3,filtered_pb_4,filtered_pb_5,filtered_pb_6,filtered_pb_7,filtered_pb_8,filtered_pb_9,filtered_pb_10,filtered_pb_11,walk_target_pb_0,walk_target_pb_1,walk_target_pb_2,walk_target_pb_3,walk_target_pb_4,walk_target_pb_5,walk_target_pb_6,walk_target_pb_7,walk_target_pb_8,walk_target_pb_9,walk_target_pb_10,walk_target_pb_11,action_pb_0,action_pb_1,action_pb_2,action_pb_3,action_pb_4,action_pb_5,action_pb_6,action_pb_7,action_pb_8,action_pb_9,action_pb_10,action_pb_11
10,0.21471405029296875,0.0,0.0,0.0,-0.34113365411758423,-0.34113365411758423,-0.3394279858469963,1.0,0,0.10252146422863007,0.19684481620788574,0.05547761917114258,0.07862680405378342,-0.032715506851673126,-0.05594442039728165,1,0.06479321,-0.0652267,-0.04188844,0.00017148255,-0.019461198,-0.07398793,0.0066725654,-0.087822236,-0.06369574,0.102521464,0.019038565,-0.00021968035,0.0048137903,1.0554776,-2.0028248,-0.026092269,0.8716477,-1.9119234,0.0440294,0.9575163,-1.9652026,-0.000116452575,0.8363933,-1.8604403,0.024251753,1.0,-2.0153913,-0.026040824,0.8658094,-1.9341198,0.04603117,0.9311696,-1.9843113,0.030639987,0.84210485,-1.8605062
11,0.23364996910095215,0.0,0.0,0.0,-0.33567774295806885,-0.33567774295806885,-0.3339993542432785,1.0,0,0.11681843549013138,0.2194477617740631,0.04579329490661621,0.07753496617078781,-0.036357853561639786,-0.05365610122680664,1,0.060588695,-0.06827383,-0.02681492,0.008443015,-0.03660475,-0.10489085,0.04062259,-0.057114523,0.0016520633,0.116818435,-0.02179852,0.087498434,-0.0027366132,1.0457933,-2.0006158,-0.021460637,0.8719937,-1.913083,0.04291112,0.9652159,-1.9783093,-0.002375178,0.85194653,-1.874347,0.0154399965,1.0,-2.0086603,-0.018927732,0.8610123,-1.9445503,0.055097897,0.94808155,-1.9778136,0.032670353,0.84540695,-1.8480974
12,0.2536144256591797,0.0,0.0,0.0,-0.334358274936676,-0.334358274936676,-0.33268648356199265,1.0,0,0.11701386421918869,0.1916571408510208,0.04900407791137695,0.07345642894506454,-0.03728678822517395,-0.04169486090540886,1,0.04008168,-0.05882871,-0.015787046,0.025980063,-0.036594905,-0.117013864,0.021233272,-0.02850245,0.03164821,0.09431629,-0.0003657862,0.06744573,-0.008915752,1.0490041,-1.9912916,-0.017255612,0.8895669,-1.934677,0.048703507,0.9653449,-1.9723153,0.0092994645,0.8665229,-1.8849771,0.003108752,1.0,-1.9960277,-0.009461593,0.87858844,-1.9697812,0.05507349,0.95679414,-1.9628209,0.037594352,0.8664132,-1.8647434
13,0.2743949890136719,0.0,0.0,0.0,-0.3407799303531647,-0.3407799303531647,-0.33907603070139886,1.0,0,0.09815888851881027,0.15937839448451996,0.04531848430633545,0.06458999961614609,-0.04273674637079239,-0.030779488384723663,1,0.026762618,-0.04320906,-0.024543095,0.033024546,-0.02725654,-0.09815889,-0.03675216,-0.056776736,-0.011769899,0.01897032,0.052542396,-0.053978853,-0.010955378,1.0453185,-1.9805552,-0.020508997,0.8880612,-1.9431113,0.041106552,0.96702427,-1.9650189,0.008840539,0.86012846,-1.8934095,-0.0029265927,1.0,-1.9879181,-0.010601633,0.87988424,-1.972559,0.030080903,0.9499912,-1.9685498,0.014531635,0.8758912,-1.9096031
14,0.294234037399292,0.0,0.0,0.0,-0.3452984690666199,-0.3452984690666199,-0.34357197672128675,1.0,0,0.0785515233874321,0.17133048176765442,0.04206693172454834,0.06308512389659882,-0.04223012179136276,-0.03145080804824829,1,0.043660887,-0.0692637,-0.04265838,0.008713584,-0.027757103,-0.06502455,-0.023588363,-0.07855152,-0.047959708,0.07362371,0.032480057,-0.015931033,-0.017516285,1.0420669,-1.99296,-0.012936734,0.87104625,-1.926759,0.032666184,0.97531,-1.9662776,0.013392925,0.85394746,-1.8776687,-0.0044180183,1.0,-2.0057576,-0.010322658,0.8627191,-1.9462664,0.025589675,0.95174456,-1.9806656,0.035480037,0.86369145,-1.8824481
15,0.31340646743774414,0.0,0.0,0.0,-0.3466361165046692,-0.3466361165046692,-0.3449029359221458,1.0,0,0.09389291703701019,0.1927943378686905,0.04894208908081055,0.07266666740179062,-0.03400794789195061,-0.035882700234651566,1,0.07323337,-0.07150441,-0.050958488,0.014651855,-0.02167664,-0.06860525,-0.0017540606,-0.08031839,-0.05497715,0.09389292,0.018419063,0.008596453,-0.017507158,1.0489421,-2.0087361,-0.0059576184,0.8706869,-1.9192361,0.032565013,0.97853285,-1.9671266,0.016844243,0.8538242,-1.8606836,0.004462855,1.0,-2.0240238,-0.0015620617,0.8641839,-1.9398177,0.032038793,0.9544373,-1.9836198,0.045012116,0.8593499,-1.8581046
16,0.3348383903503418,0.0,0.0,0.0,-0.3412436246871948,-0.3412436246871948,-0.33953740656375886,1.0,0,0.10446255654096603,0.15859732031822205,0.05567431449890137,0.07243458926677704,-0.03784359619021416,-0.03128653019666672,1,0.038085856,-0.036000255,-0.021537453,0.03305735,-0.019915173,-0.10446256,-0.013088165,-0.06760363,-0.017607538,0.039783068,0.041198514,-0.034774773,-0.015295774,1.0556743,-2.0066795,-0.016639963,0.8829096,-1.9263923,0.032774776,0.9786509,-1.967573,0.0049362853,0.8608577,-1.8641803,-0.003870017,1.0,-2.0131407,-0.0067227576,0.87693506,-1.9577311,0.028848328,0.95836985,-1.9728553,0.016871206,0.8732173,-1.8746128
17,0.35512566566467285,0.0,0.0,0.0,-0.3413017988204956,-0.3413017988204956,-0.33959528982639314,1.0,0,0.1150367483496666,0.1564437747001648,0.053812384605407715,0.07104897499084473,-0.046241432428359985,-0.018351120874285698,1,0.025999917,-0.023695288,-0.0049762726,0.029576913,-0.017866602,-0.11503675,-0.022132413,-0.05941551,-0.0018861279,0.0010933859,0.042297676,-0.054507516,-0.014561832,1.0538124,-1.9774445,-0.034924448,0.90519506,-1.9415234,0.03718087,0.9755256,-1.9710054,-0.0036844164,0.8610934,-1.891144,-0.006761857,1.0,-1.9789374,-0.026051372,0.89983505,-1.9760344,0.030541146,0.95770097,-1.9715713,-0.0033564006,0.8737827,-1.9074963
18,0.37494516372680664,0.0,0.0,0.0,-0.3466261029243469,-0.3466261029243469,-0.34489297240972516,1.0,0,0.08447045832872391,0.14997383952140808,0.06335628032684326,0.07655178755521774,-0.03891541808843613,-0.013669040985405445,1,0.04597038,-0.04448964,-0.026290242,0.010167642,-0.022931615,-0.08447046,-0.022837035,-0.075418666,-0.032155883,0.03518078,0.029052643,-0.02487215,-0.013402276,1.0633563,-1.983683,-0.028108768,0.90990746,-1.9481779,0.044839814,0.97489923,-1.971773,0.004371099,0.86207813,-1.8907349,0.00038883928,1.0,-1.9915701,-0.025058476,0.90302795,-1.9735191,0.037988704,0.9522736,-1.9814198,0.014925334,0.87079394,-1.8981966
19,0.39421749114990234,0.0,0.0,0.0,-0.3467578887939453,-0.3467578887939453,-0.3450240993499756,1.0,0,0.0974080041050911,0.19849184155464172,0.06889963150024414,0.08889409899711609,-0.031468506902456284,-0.017615212127566338,1,0.076623455,-0.06590458,-0.048064277,0.01808273,-0.016154617,-0.0698481,-0.0010180832,-0.093462355,-0.054925613,0.097408004,0.0042914664,0.01215503,-0.014551491,1.0688996,-2.0081882,-0.015891045,0.89861536,-1.9381793,0.03581254,0.98205036,-1.9690524,0.00898958,0.86211216,-1.869211,0.008435547,1.0,-2.0226076,-0.010466225,0.89376897,-1.9591336,0.035507116,0.9540117,-1.9855301,0.038211983,0.8633996,-1.8655645
20,0.41303277015686035,0.0,0.0,0.0,-0.342833548784256,-0.342833548784256,-0.3411193810403347,1.0,0,0.09325599670410156,0.18530268967151642,0.06319570541381836,0.08268478512763977,-0.03580939769744873,-0.019575929269194603,1,0.055739652,-0.05241536,-0.036418337,0.04358124,-0.019762393,-0.084176295,-0.009048451,-0.08597799,-0.03168813,0.093256,0.02276052,-0.00938289,-0.020306543,1.0631957,-2.0067213,-0.022008993,0.88965446,-1.928828,0.024719164,0.9883002,-1.9740996,0.0032574162,0.8696068,-1.8742461,-0.0035846457,1.0,-2.0176468,-0.00893462,0.88372576,-1.9540809,0.022004629,0.96250683,-1.9836061,0.031234216,0.8764349,-1.877061
21,0.4345829486846924,0.0,0.0,0.0,-0.3416345417499542,-0.3416345417499542,-0.33992636904120443,1.0,0,0.09789914637804031,0.16480262577533722,0.05936884880065918,0.07628722488880157,-0.043011292815208435,-0.012165233492851257,1,0.020805066,-0.040730473,-0.018217973,0.052486215,-0.027319456,-0.09789915,-0.043072425,-0.06368085,-0.0018300891,0.038452692,0.0444615,-0.047765292,-0.030507885,1.0593688,-1.9864105,-0.022510745,0.8968367,-1.940897,0.02658882,0.9938968,-1.9808071,0.0057028234,0.8862761,-1.8959801,-0.024266364,1.0,-1.9918759,-0.0067648795,0.8886409,-1.9702667,0.013667092,0.97479254,-1.9813561,0.017238632,0.8996146,-1.9103097
22,0.45453858375549316,0.0,0.0,0.0,-0.34673482179641724,-0.34673482179641724,-0.3450011476874352,1.0,0,0.07451288402080536,0.15206429362297058,0.06503236293792725,0.07791797816753387,-0.03401152417063713,-0.00720891123637557,1,0.035472084,-0.051544603,-0.026299814,0.029437508,-0.028947242,-0.074512884,-0.04251492,-0.06708881,-0.025516512,0.043542728,0.03586249,-0.033443496,-0.029854573,1.0650324,-1.9840043,-0.010822602,0.9051633,-1.9562985,0.035518326,0.9938187,-1.9784364,0.019077435,0.8968094,-1.8997787,-0.019212948,1.0,-1.9918942,-0.0019913483,0.8964791,-1.9786524,0.022763848,0.97369206,-1.9860913,0.032140255,0.90756816,-1.9098117
23,0.47405195236206055,0.0,0.0,0.0,-0.34705236554145813,-0.34705236554145813,-0.34531710371375085,1.0,0,0.08966746181249619,0.1875956803560257,0.07360315322875977,0.0909297987818718,-0.02643265761435032,-0.009473538026213646,1,0.06969276,-0.05930064,-0.04334443,0.026206596,-0.018126028,-0.07759484,-0.007486139,-0.08966746,-0.04159084,0.08950686,0.00757602,0.0029133826,-0.021123268,1.0736032,-2.0008001,-0.006445907,0.90127224,-1.9464009,0.035063595,0.9914207,-1.9719837,0.016507924,0.8840817,-1.8816906,-0.00021543913,1.0,-2.0138035,0.0014160722,0.89583445,-1.9696794,0.03281775,0.96452045,-1.984461,0.04335998,0.8863545,-1.8808166
24,0.49445033073425293,0.0,0.0,0.0,-0.34197795391082764,-0.34197795391082764,-0.3402680641412735,1.0,0,0.1042632982134819,0.2041846066713333,0.07506299018859863,0.09587506949901581,-0.031095238402485847,-0.014172820374369621,1,0.073561385,-0.04650526,-0.0323836,0.03254421,-0.0097264,-0.091339,0.0047735795,-0.10283204,-0.04567665,0.1042633,0.0012203058,0.0040250146,-0.018275127,1.075063,-2.0072863,-0.023438953,0.8995198,-1.9335259,0.030480012,0.9930717,-1.9829931,0.0022074431,0.8790311,-1.8797154,0.00379329,1.0,-2.0170014,-0.01367569,0.89660186,-1.9609276,0.031912085,0.96222204,-1.9966961,0.033486433,0.8793972,-1.878508
25,0.5143275260925293,0.0,0.0,0.0,-0.34141805768013,-0.34141805768013,-0.33971096739172935,1.0,0,0.10096843540668488,0.16296570003032684,0.0736609697341919,0.08780919015407562,-0.03671882301568985,-0.011418015696108341,1,0.035394154,-0.034267742,-0.015184783,0.04212244,-0.019770844,-0.100968435,-0.02980335,-0.07940923,-0.018236337,0.047361176,0.025111074,-0.03376582,-0.019716233,1.073661,-1.989639,-0.028403766,0.90807533,-1.9380682,0.03454732,0.9938576,-1.991812,-0.0026231036,0.886934,-1.8943841,-0.009097986,1.0,-1.9941945,-0.015767034,0.9021441,-1.9683586,0.025606316,0.97003484,-1.9972829,0.01158525,0.8944673,-1.9045138
26,0.53482985496521,0.0,0.0,0.0,-0.3440312147140503,-0.3440312147140503,-0.34231105864048006,1.0,0,0.08156836777925491,0.15635912120342255,0.07705211639404297,0.08899685740470886,-0.03104257583618164,-0.006512373685836792,1,0.033129036,-0.0490948,-0.023342304,0.033989143,-0.030085636,-0.08156837,-0.043563835,-0.06992756,-0.022720953,0.048328176,0.031179426,-0.032710712,-0.021593817,1.0770521,-1.9877273,-0.01612059,0.9131173,-1.9526482,0.042080157,0.993876,-1.9907138,0.010565273,0.90381074,-1.8997722,-0.011655105,1.0,-1.99473,-0.0059238467,0.9040916,-1.9771187,0.029011006,0.9728977,-1.9975301,0.025063727,0.91316456,-1.9095854
27,0.5549221038818359,0.0,0.0,0.0,-0.3441196382045746,-0.3441196382045746,-0.3423990400135517,1.0,0,0.09222036600112915,0.1867040991783142,0.0767279863357544,0.09331448376178741,-0.024039559066295624,-0.008318363688886166,1,0.05960632,-0.059333786,-0.040165063,0.036110792,-0.022235263,-0.078906685,-0.020033525,-0.087114014,-0.038330972,0.092220366,0.012027789,-0.0061963825,-0.021769322,1.076728,-2.001438,-0.008621156,0.9030366,-1.9493142,0.036685556,0.9945053,-1.9844377,0.01887969,0.8991888,-1.8891882,-0.003887426,1.0,-2.0134873,0.002212082,0.896366,-1.9729862,0.030675499,0.9683711,-1.995937,0.0465458,0.90279716,-1.8910471
28,0.5748350620269775,0.0,0.0,0.0,-0.34134525060653687,-0.34134525060653687,-0.33963852435350417,1.0,0,0.10632564127445221,0.19862934947013855,0.07124876976013184,0.09145192056894302,-0.027553487569093704,-0.012623817659914494,1,0.06117412,-0.05413537,-0.036791697,0.040030554,-0.018520067,-0.08389046,-0.010423966,-0.096555315,-0.03995893,0.10632564,0.009453883,-0.00460532,-0.023138978,1.0712488,-2.00632,-0.017703973,0.8924387,-1.9368641,0.028072342,0.9977814,-1.9887325,0.011099614,0.89153105,-1.885274,-0.004786741,1.0,-2.0173576,-0.0056948056,0.88688266,-1.9620312,0.024945153,0.9688148,-2.00072,0.042997308,0.8943672,-1.8866557
29,0.5945837497711182,0.0,0.0,0.0,-0.34062784910202026,-0.34062784910202026,-0.3389247098565102,1.0,0,0.09351590275764465,0.16962841153144836,0.06871843338012695,0.08445952087640762,-0.03302953019738197,-0.012219077907502651,1,0.03553204,-0.044528488,-0.022116808,0.041736685,-0.023397025,-0.0935159,-0.031166164,-0.080962084,-0.025674213,0.06524086,0.025755277,-0.029994624,-0.0234484,1.0687184,-1.9979687,-0.021749228,0.89500177,-1.9354411,0.029660106,0.99894756,-1.9968795,0.005500175,0.8926848,-1.8949064,-0.012788788,1.0,-2.0046036,-0.009228222,0.88798267,-1.9634959,0.020310257,0.9746589,-2.0045817,0.025072433,0.9004114,-1.9039048
30,0.6153712272644043,0.0,0.0,0.0,-0.34269464015960693,-0.34269464015960693,-0.3409811669588089,1.0,0,0.08864182233810425,0.1650439351797104,0.07326054573059082,0.08716163784265518,-0.028758829459547997,-0.009630687534809113,1,0.04289334,-0.049610518,-0.02555636,0.031476095,-0.02516756,-0.08864182,-0.026373152,-0.07666063,-0.029146636,0.065019235,0.025336375,-0.022637371,-0.022545472,1.0732605,-1.9949129,-0.017469272,0.9043343,-1.9495004,0.04075493,0.9935775,-1.9967713,0.013115473,0.9014297,-1.8954682,-0.00967747,1.0,-2.0025797,-0.008026443,0.89678407,-1.9760929,0.032842983,0.97057927,-2.0055153,0.032621242,0.9090306,-1.9022595
31,0.6348850727081299,0.0,0.0,0.0,-0.3429369330406189,-0.3429369330406189,-0.3412222483754158,1.0,0,0.08775439113378525,0.1862712949514389,0.07476592063903809,0.09182409942150116,-0.02381840907037258,-0.010607284493744373,1,0.06344213,-0.055877138,-0.03835202,0.030931856,-0.020721756,-0.08724427,-0.01260216,-0.08706193,-0.038263228,0.08775439,0.012071059,-0.0056580277,-0.020136647,1.0747659,-2.003383,-0.013560303,0.89884883,-1.9456135,0.038659573,0.99160904,-1.9929028,0.017211102,0.89460784,-1.8847086,-0.0011040065,1.0,-2.0148885,-0.004280745,0.8926323,-1.9717867,0.034878924,0.96549046,-2.0043817,0.043537423,0.8982292,-1.8864061
32,0.6549282073974609,0.0,0.0,0.0,-0.34069347381591797,-0.34069347381591797,-0.33899000644683835,1.0,0,0.09687494486570358,0.1902928203344345,0.06900477409362793,0.0880846455693245,-0.027343155816197395,-0.013598093762993813,1,0.054968227,-0.05393117,-0.034006037,0.03440533,-0.02024734,-0.085400015,-0.011598314,-0.09400622,-0.039790444,0.096874945,0.014382543,-0.009562682,-0.02129247,1.0690048,-2.0074103,-0.01911427,0.89281875,-1.9392962,0.030768372,0.9957533,-1.9959263,0.010557838,0.88657725,-1.8842192,-0.0048020016,1.0,-2.017612,-0.008792672,0.88674456,-1.9649162,0.027288878,0.9675514,-2.0078633,0.039620325,0.890892,-1.887088
33,0.6753039360046387,0.0,0.0,0.0,-0.3405759334564209,-0.3405759334564209,-0.3388730537891388,1.0,0,0.08394673466682434,0.1701870709657669,0.06405067443847656,0.08043273538351059,-0.030509524047374725,-0.01368548534810543,1,0.035564702,-0.05161778,-0.027108971,0.036017496,-0.024183255,-0.083946735,-0.0291166,-0.08171867,-0.03163385,0.07410696,0.026709633,-0.025272302,-0.024475463,1.0640507,-2.0016985,-0.018376194,0.8879827,-1.9376901,0.029644646,0.998306,-2.0012517,0.011519633,0.8909847,-1.8922127,-0.013806052,1.0,-2.0098312,-0.0075709447,0.88072777,-1.9628742,0.020909665,0.97379035,-2.010742,0.033751722,0.8989976,-1.8997945
34,0.6947803497314453,0.0,0.0,0.0,-0.3420857787132263,-0.3420857787132263,-0.34037534981966017,1.0,0,0.08111273497343063,0.17042985558509827,0.06530594825744629,0.08114395290613174,-0.027277875691652298,-0.012901213951408863,1,0.04143288,-0.05722242,-0.031792425,0.031914715,-0.027891926,-0.081112735,-0.028462583,-0.078121506,-0.034087177,0.07346591,0.027390115,-0.02112392,-0.024537638,1.065306,-2.0028648,-0.013660774,0.88985676,-1.9455433,0.033851877,0.996595,-2.000628,0.016939834,0.8955367,-1.891627,-0.012107774,1.0,-2.0124025,-0.0040863585,0.88148916,-1.9698771,0.025313102,0.9731586,-2.0108542,0.03897961,0.90375376,-1.8979641
35,0.7147810459136963,0.0,0.0,0.0,-0.341789573431015,-0.341789573431015,-0.34008062556385993,1.0,0,0.08706048876047134,0.18475580215454102,0.06471550464630127,0.08343324065208435,-0.024974724277853966,-0.014204910956323147,1,0.05757076,-0.05765003,-0.037027974,0.030497124,-0.02225728,-0.08706049,-0.012757926,-0.0864068,-0.039841272,0.08682952,0.016967105,-0.00878932,-0.020860836,1.0647155,-2.0074506,-0.015506864,0.88752043,-1.9419236,0.032899283,0.99412364,-1.9983938,0.015323617,0.88743746,-1.8875552,-0.0035896078,1.0,-2.018559,-0.0063577257,0.8808432,-1.9680418,0.029071905,0.9682016,-2.0103462,0.041372474,0.8925276,-1.890192
36,0.7350466251373291,0.0,0.0,0.0,-0.34069913625717163,-0.34069913625717163,-0.33899564057588577,1.0,0,0.08912075310945511,0.18066920340061188,0.0640413761138916,0.08241187781095505,-0.027398215606808662,-0.015612433664500713,1,0.050957177,-0.052418806,-0.031066995,0.029282626,-0.020341696,-0.08906096,-0.013437902,-0.08912075,-0.03886374,0.083667405,0.018369377,-0.012553109,-0.019200675,1.0640414,-2.0091279,-0.022599578,0.8876907,-1.937255,0.03109257,0.9921655,-1.9995474,0.0067942366,0.87816924,-1.8867947,-0.0039135218,1.0,-2.0184479,-0.01381479,0.8815882,-1.9639733,0.027061198,0.9654293,-2.0112064,0.03189446,0.88368005,-1.8905606
