step,time,cmd_vx,cmd_vy,cmd_wz,V_hat,Q_val,threshold,alpha,n_iters,filtered_abs_max,filtered_norm,delta_target_abs_max,delta_target_norm,roll,pitch,active,filtered_pb_0,filtered_pb_1,filtered_pb_2,filtered_pb_3,filtered_pb_4,filtered_pb_5,filtered_pb_6,filtered_pb_7,filtered_pb_8,filtered_pb_9,filtered_pb_10,filtered_pb_11,walk_target_pb_0,walk_target_pb_1,walk_target_pb_2,walk_target_pb_3,walk_target_pb_4,walk_target_pb_5,walk_target_pb_6,walk_target_pb_7,walk_target_pb_8,walk_target_pb_9,walk_target_pb_10,walk_target_pb_11,action_pb_0,action_pb_1,action_pb_2,action_pb_3,action_pb_4,action_pb_5,action_pb_6,action_pb_7,action_pb_8,action_pb_9,action_pb_10,action_pb_11
187,3.7568933963775635,0.5,0.0,0.0,-0.3549153208732605,-0.3549153208732605,-0.3513661676645279,1.0,0,0.13659021258354187,0.23094722628593445,0.04526627063751221,0.0831739753484726,-0.0017981043783947825,0.04134945198893547,1,0.10869389,-0.020441279,-0.058872513,0.08685005,0.0013523068,-0.13659021,-0.009168476,-0.06796954,0.051777963,0.056432918,-0.0071692322,-0.028562982,-0.123001546,1.0452663,-1.7789558,-0.13742815,0.92443365,-2.05,0.014133833,0.8508528,-2.0287094,0.1957128,1.0105268,-1.687179,-0.09039338,1.0,-1.7966176,-0.111373134,0.9248393,-2.090977,0.01138329,0.8304619,-2.013176,0.21264268,1.0,-1.6957479
188,3.7748606204986572,0.5,0.0,0.0,-0.3559812307357788,-0.3559812307357788,-0.352421418428421,1.0,0,0.12242895364761353,0.19353370368480682,0.0593794584274292,0.08482677489519119,-0.0022773456294089556,0.05135714262723923,1,0.0616489,-0.011734387,-0.012355926,0.07872412,-0.013659996,-0.12242895,-0.040128466,-0.051924806,0.057232823,-0.0056069824,0.012536944,-0.06496709,-0.12639992,1.0593795,-1.7601055,-0.12714705,0.9306922,-2.05,0.008398585,0.84002525,-2.045787,0.17700869,1.018034,-1.7042928,-0.10790525,1.0,-1.7638123,-0.10352981,0.9265942,-2.0867286,-0.003639955,0.8244478,-2.0286171,0.1753266,1.0,-1.7237829
189,3.7968974113464355,0.5,0.0,0.0,-0.3593086898326874,-0.3593086898326874,-0.3557156029343605,1.0,0,0.08024457097053528,0.16413645446300507,0.07306432723999023,0.0896281972527504,0.009782087057828903,0.06488315761089325,1,0.049619224,-0.018841194,-0.010491649,0.071263336,-0.033754222,-0.08024457,-0.056099597,-0.040881105,0.035366178,-0.031601332,0.02450463,-0.060731586,-0.11619776,1.0730643,-1.7494599,-0.12562294,0.94258916,-2.05,0.0364402,0.82718897,-2.0165195,0.17404419,1.0188717,-1.6971653,-0.10131199,1.0,-1.7526073,-0.10424394,0.9324629,-2.0740733,0.019610321,0.81492466,-2.0059097,0.16456379,1.0,-1.7153847
190,3.8151259422302246,0.5,0.0,0.0,-0.3613061010837555,-0.3613061010837555,-0.3576930400729179,1.0,0,0.0839327946305275,0.15291622281074524,0.08716094493865967,0.09929755330085754,0.022855812683701515,0.06894198805093765,1,0.083932795,-0.025885634,-0.030485544,0.061837405,-0.018499406,-0.078097895,-0.008048184,-0.055537496,0.023465103,0.016790094,0.007944467,-0.020713039,-0.1044312,1.087161,-1.7628244,-0.1277635,0.94679904,-2.05,0.048111536,0.81648594,-2.0079715,0.17065099,1.0149819,-1.6794245,-0.07925136,1.0,-1.77197,-0.10921227,0.9412492,-2.0734293,0.04569708,0.7998247,-2.000932,0.17568801,1.0,-1.6856384
191,3.8369388580322266,0.5,0.0,0.0,-0.35598069429397583,-0.35598069429397583,-0.35242088735103605,1.0,0,0.11572635173797607,0.21530720591545105,0.09472477436065674,0.11626149713993073,0.03126112371683121,0.07004012912511826,1,0.11572635,-0.026711548,-0.048128515,0.08207584,-0.009798025,-0.10926659,-0.001828477,-0.074058294,0.02148254,0.067816705,-0.024682218,0.002307391,-0.09945687,1.0947248,-1.7701731,-0.13066235,0.9408655,-2.05,0.03987153,0.81630653,-2.0062487,0.16436756,1.0221552,-1.67578,-0.06473896,1.0,-1.7846116,-0.1060396,0.9379261,-2.08278,0.039322987,0.794089,-1.9998039,0.18471257,1.0,-1.6750878
192,3.855069637298584,0.5,0.0,0.0,-0.35635626316070557,-0.35635626316070557,-0.3527927005290985,1.0,0,0.09530910104513168,0.1686483919620514,0.08763456344604492,0.10493019968271255,0.026540938764810562,0.07428531348705292,1,0.05781015,-0.010683103,-0.007339144,0.09004804,-0.011340998,-0.0953091,-0.03939531,-0.053607035,0.037090436,0.00910551,0.0084521985,-0.04068699,-0.10545887,1.0876346,-1.7509818,-0.11615984,0.9275387,-2.05,0.04021793,0.82151043,-1.9852773,0.14588948,1.028061,-1.6875559,-0.088115826,1.0,-1.7531836,-0.08914543,0.9241364,-2.0785928,0.028399335,0.8054283,-1.9741502,0.14862113,1.0,-1.699762
193,3.877084255218506,0.5,0.0,0.0,-0.35614416003227234,-0.35614416003227234,-0.3525827184319496,1.0,0,0.09890145063400269,0.17154723405838013,0.09589517116546631,0.11888624727725983,0.02149006724357605,0.08349066972732544,1,0.038466852,-0.024020137,-0.0024198997,0.09890145,-0.02014109,-0.082700856,-0.07332055,-0.04479217,0.03201959,0.01141201,0.007306406,-0.041811828,-0.11210628,1.0958952,-1.7514511,-0.10972927,0.9156418,-2.0318956,0.05862291,0.82847625,-1.9684123,0.14944822,1.0484378,-1.7064128,-0.10056622,1.0,-1.7521771,-0.08005883,0.9095995,-2.056706,0.036626745,0.8150386,-1.9588064,0.15287182,1.0,-1.7189564
194,3.8960671424865723,0.5,0.0,0.0,-0.3613350987434387,-0.3613350987434387,-0.35772174775600435,1.0,0,0.08834833651781082,0.1648944765329361,0.11778843402862549,0.13696427643299103,0.030488772317767143,0.085209921002388,1,0.07848433,-0.033303026,-0.025381858,0.08834834,-0.019435503,-0.06257188,-0.040822674,-0.058585975,0.016586058,0.03969485,0.0031005938,-0.01481416,-0.08116676,1.1177884,-1.7657182,-0.11114332,0.903778,-2.001668,0.06775651,0.8471834,-1.9318988,0.14359114,1.0503851,-1.706478,-0.05762146,1.0,-1.7733328,-0.08463882,0.8979474,-2.0204396,0.05550971,0.8296076,-1.926923,0.15549959,1.0,-1.7109222
195,3.915673017501831,0.5,0.0,0.0,-0.36107373237609863,-0.36107373237609863,-0.35746299505233764,1.0,0,0.09699463844299316,0.19538281857967377,0.13133907318115234,0.1546861082315445,0.04108762368559837,0.08254223316907883,1,0.09699464,-0.04354486,-0.031491738,0.08155648,-0.023307571,-0.0662142,-0.013575512,-0.07740069,-0.0012850062,0.08736165,-0.0152819455,0.016036574,-0.062138505,1.1313391,-1.7984535,-0.124641046,0.8793233,-1.9531453,0.07500669,0.86808205,-1.9086353,0.14330125,1.0585988,-1.698121,-0.033040114,1.0,-1.807901,-0.1001741,0.872331,-1.9730095,0.07093404,0.84486187,-1.9090208,0.16950974,1.0,-1.69331
196,3.934675931930542,0.5,0.0,0.0,-0.35635340213775635,-0.35635340213775635,-0.3527898681163788,1.0,0,0.09740908443927765,0.1929851919412613,0.13386106491088867,0.1611306518316269,0.03477982431650162,0.07851290702819824,1,0.07230552,-0.026462778,-0.0063368566,0.097409084,-0.02190995,-0.077853546,-0.050421454,-0.07903707,-0.007275254,0.07888246,-0.012960622,-0.003533051,-0.055982143,1.1338611,-1.8224629,-0.120179296,0.86160254,-1.9025164,0.08162989,0.89225906,-1.9049385,0.11838032,1.0690691,-1.7201086,-0.034290485,1.0,-1.824364,-0.09095657,0.8550296,-1.9258724,0.06650345,0.8685479,-1.9071211,0.14204507,1.0,-1.7211685
197,3.9542956352233887,0.5,0.0,0.0,-0.3536094129085541,-0.3536094129085541,-0.3500733187794685,1.0,0,0.06438952684402466,0.15783940255641937,0.11405885219573975,0.14510421454906464,0.018675198778510094,0.07873626798391342,1,0.0030286538,-0.009301841,0.052339192,0.035461605,-0.050901864,-0.051774465,-0.058522463,-0.05423554,-0.004073157,0.050784048,-0.06438953,0.04940725,-0.05847845,1.1140589,-1.8304205,-0.116621956,0.84330195,-1.8335702,0.08890775,0.91826516,-1.9007459,0.09476946,1.0786419,-1.768211,-0.057569854,1.0,-1.8147187,-0.10598347,0.8280314,-1.8491026,0.07135101,0.9019945,-1.9019678,0.11000468,1.0,-1.7533889
198,3.9740984439849854,0.5,0.0,0.0,-0.3552836775779724,-0.3552836775779724,-0.3517308408021927,1.0,0,0.08582455664873123,0.18390201032161713,0.10882842540740967,0.14384937286376953,0.01147507131099701,0.0803317278623581,1,0.02609223,-0.025056547,0.021276597,0.07100733,-0.061298277,-0.040066596,-0.08582456,-0.054671478,-0.017229335,0.04700529,-0.055011187,0.0759366,-0.042113263,1.1088284,-1.8641474,-0.13113195,0.84677386,-1.7796056,0.11261873,0.9349722,-1.8892303,0.07941891,1.0783204,-1.8125721,-0.034285594,1.0,-1.8577645,-0.109829746,0.8283844,-1.7916256,0.08687136,0.91857076,-1.894399,0.0935205,1.0,-1.7897911
199,3.993912696838379,0.5,0.0,0.0,-0.35322514176368713,-0.35322514176368713,-0.3496928903460503,1.0,0,0.09339167922735214,0.18618856370449066,0.10415935516357422,0.1313571035861969,0.015327359549701214,0.07733188569545746,1,0.058993112,-0.014455282,0.022007111,0.04823975,-0.05866007,-0.04783599,-0.040675152,-0.06618789,-0.015071731,0.06711567,-0.054289848,0.09339168,-0.014851928,1.1041594,-1.9323947,-0.15278925,0.8579721,-1.743169,0.13248356,0.93798095,-1.8726723,0.08332117,1.0597464,-1.8456259,0.0028460063,1.0,-1.9257926,-0.13831733,0.84037405,-1.7575197,0.12028101,0.91812456,-1.8771938,0.10345587,1.0,-1.8176084
200,4.013196706771851,0.5,0.0,0.0,-0.34731894731521606,-0.34731894731521606,-0.3438457578420639,1.0,0,0.0996640995144844,0.22024384140968323,0.08585512638092041,0.10958268493413925,0.006743748672306538,0.06898292154073715,1,0.087759025,0.003929206,0.028079987,0.040791262,-0.021758212,-0.06497393,-0.0023637686,-0.09952589,-0.023288121,0.08682892,-0.07561278,0.0996641,6.249547e-05,1.0858551,-1.9813992,-0.20522255,0.87555826,-1.6848572,0.14762884,0.9243633,-1.8567225,0.07738884,1.0280633,-1.8481842,0.026390204,1.0,-1.9729751,-0.19298516,0.8690308,-1.7043494,0.14691971,0.89450556,-1.8637089,0.10343751,1.0,-1.818285
201,4.034402370452881,0.5,0.0,0.0,-0.3387424945831299,-0.3387424945831299,-0.3353550696372986,1.0,0,0.10518797487020493,0.20311672985553741,0.0765613317489624,0.09784524887800217,-0.008983837440609932,0.06574840098619461,1,0.049272295,0.0033641546,0.05512369,0.035680883,-0.022586137,-0.07107979,0.02679853,-0.105187975,-0.019540705,0.07378406,-0.0787224,0.07167493,0.016220406,1.0765613,-1.9769883,-0.23282331,0.91040176,-1.6588377,0.16813894,0.93076694,-1.856083,0.06631305,1.011456,-1.8829256,0.031002095,1.0,-1.9604512,-0.22211905,0.9036259,-1.6801616,0.1761785,0.8992106,-1.8619453,0.08844827,0.9878393,-1.8614231
202,4.055446624755859,0.5,0.0,0.0,-0.3410600423812866,-0.3410600423812866,-0.33764944195747376,1.0,0,0.07981745153665543,0.1637260913848877,0.0610346794128418,0.0780925452709198,-0.010490139946341515,0.06742513924837112,1,0.044684485,-0.020909803,0.047572315,0.027963953,-0.03165185,-0.061362643,0.0077800034,-0.07981745,-0.017178103,0.04301087,-0.056357756,0.06933553,0.025383256,1.0610347,-2.010786,-0.22660902,0.9227659,-1.6721836,0.17160006,0.9369891,-1.857186,0.078972824,0.9887999,-1.9131165,0.0387886,1.0,-1.9965143,-0.21821983,0.91327035,-1.6905924,0.17393406,0.9130439,-1.8623394,0.09187609,0.9718926,-1.8923157
203,4.076635122299194,0.5,0.0,0.0,-0.3475870192050934,-0.3475870192050934,-0.34411114901304246,1.0,0,0.08004376292228699,0.1521597057580948,0.024013161659240723,0.04564796760678291,-0.013867358677089214,0.07086585462093353,1,0.041741904,-0.018489778,0.034789644,0.036112323,-0.022062615,-0.08004376,-0.014446399,-0.0574232,0.007638452,0.043972295,-0.03412876,0.07069181,0.023358643,0.9899461,-2.0173075,-0.22278216,0.9329457,-1.6767323,0.15844503,0.95287985,-1.8378199,0.103837855,0.97705615,-1.9471662,0.035881214,0.9843992,-2.0068705,-0.21194847,0.92632693,-1.7007455,0.15411112,0.9356529,-1.8355284,0.11702955,0.9668175,-1.9259586
204,4.093466281890869,0.5,0.0,0.0,-0.34708458185195923,-0.34708458185195923,-0.34361373603343964,1.0,0,0.10139788687229156,0.16427679359912872,0.030419349670410156,0.04928305000066757,-0.02264179103076458,0.07434432208538055,1,0.018550133,-0.025010409,0.034199797,0.060590915,-0.01774681,-0.10139789,-0.043127052,-0.04214381,0.02529818,0.045656938,-0.026914677,0.059117448,0.0006039366,0.9485465,-2.0052547,-0.20485997,0.9271349,-1.6860524,0.13764325,0.9879065,-1.8276534,0.11185675,0.9904931,-1.9740769,0.006168977,0.9410434,-1.9949948,-0.1866827,0.9218108,-1.7164718,0.12470513,0.97526336,-1.820064,0.12555383,0.9824187,-1.9563416
205,4.114752769470215,0.5,0.0,0.0,-0.3475409150123596,-0.3475409150123596,-0.344065505862236,1.0,0,0.07867579907178879,0.1582878679037094,0.023602724075317383,0.04748636856675148,-0.03722703456878662,0.07530113309621811,1,0.006399506,-0.04186275,0.031625655,0.04522772,-0.02168236,-0.0786758,-0.06273621,-0.052543666,0.007158103,0.05441684,-0.027758785,0.05546368,-0.008780569,0.95914984,-1.9934138,-0.18905285,0.91367745,-1.6955507,0.11277801,1.0113724,-1.8323551,0.118181966,0.9946013,-1.9925221,-0.006860717,0.946591,-1.983926,-0.17548454,0.90717274,-1.7191534,0.09395714,0.99560934,-1.8302077,0.13450702,0.98627365,-1.975883
206,4.136262655258179,0.5,0.0,0.0,-0.34804195165634155,-0.34804195165634155,-0.34456153213977814,1.0,0,0.06871236115694046,0.16953903436660767,0.020613715052604675,0.05086169019341469,-0.0416858047246933,0.07017138600349426,1,0.005290162,-0.060134206,0.02376386,0.03631793,-0.041591052,-0.05705372,-0.060464323,-0.0672462,-0.016717786,0.06871236,-0.03307193,0.06291351,-0.005920358,0.98037213,-1.9930087,-0.1747505,0.90136397,-1.6940538,0.0923149,1.0023475,-1.8231792,0.12709948,0.9816376,-1.9895258,-0.0043333094,0.9623319,-1.9858795,-0.16385514,0.88888663,-1.7111698,0.0741756,0.9821736,-1.8281946,0.1477132,0.97171605,-1.9706517
207,4.154287815093994,0.5,0.0,0.0,-0.34605348110198975,-0.34605348110198975,-0.34259294629096987,1.0,0,0.07420288026332855,0.1623259335756302,0.02226090431213379,0.04869779944419861,-0.04529862105846405,0.06633355468511581,1,0.012139363,-0.04846466,0.028844986,0.042706545,-0.03662612,-0.07420288,-0.039364845,-0.063336104,-0.0053342306,0.07003886,-0.028170569,0.055331454,-0.006518252,0.96826345,-1.9750319,-0.1778245,0.9017493,-1.6960485,0.08598713,0.99141306,-1.8129177,0.13347776,0.97603315,-1.9796451,-0.002876443,0.953724,-1.9663783,-0.16501254,0.8907615,-1.7183094,0.074177675,0.9724122,-1.814518,0.15448943,0.967582,-1.9630457
208,4.176789045333862,0.5,0.0,0.0,-0.34874939918518066,-0.34874939918518066,-0.34526190519332883,1.0,0,0.11474529653787613,0.16130414605140686,0.0344235897064209,0.04839124158024788,-0.05506821349263191,0.06978579610586166,1,0.015287103,-0.0232766,0.048365735,0.042861715,-0.015225597,-0.1147453,-0.029307425,-0.04231658,0.021618303,0.037048735,-0.024845334,0.0506161,-0.038425997,0.9349946,-1.9245328,-0.17642322,0.91349083,-1.7138951,0.072764024,0.9994543,-1.8118962,0.1362038,0.96912956,-1.9586438,-0.033839867,0.9280116,-1.9100231,-0.16356471,0.90892315,-1.7483187,0.063971795,0.98675936,-1.8054107,0.14731842,0.96167594,-1.9434589
209,4.194798469543457,0.5,0.0,0.0,-0.35159337520599365,-0.35159337520599365,-0.3480774414539337,1.0,0,0.09596766531467438,0.1474800705909729,0.02879035472869873,0.044244080781936646,-0.06272658705711365,0.07659110426902771,1,-0.008041582,-0.01920738,0.0699642,0.017273046,-0.010856531,-0.095967665,-0.048311587,-0.035120495,0.011886305,0.012520556,-0.02262331,0.049177803,-0.062224016,0.91564614,-1.8602777,-0.16721828,0.92604715,-1.7571295,0.054933906,1.0021465,-1.8292327,0.14563921,0.950077,-1.9196763,-0.06463649,0.9098839,-1.8392884,-0.16203637,0.92279017,-1.7859199,0.04044043,0.99161035,-1.8256668,0.14939538,0.94329,-1.904923
210,4.216997861862183,0.5,0.0,0.0,-0.3533167541027069,-0.3533167541027069,-0.34978358656167985,1.0,0,0.09792021661996841,0.16907192766666412,0.029376065358519554,0.05072159692645073,-0.062141552567481995,0.0782371535897255,1,0.012705034,-0.01589573,0.027861018,0.044563506,0.0014318263,-0.08337415,-0.09792022,-0.055485215,-0.034672588,-0.039098118,0.03048259,-0.04613857,-0.073639855,0.93338746,-1.8174208,-0.14751184,0.92437977,-1.7914301,0.028811663,0.98937917,-1.8615377,0.16631167,0.92421657,-1.8670642,-0.06982835,0.9286187,-1.8090625,-0.13414279,0.92480934,-1.8164424,-0.00056440197,0.9727336,-1.8719394,0.15458223,0.93336135,-1.8809059
211,4.2321953773498535,0.5,0.0,0.0,-0.35411638021469116,-0.35411638021469116,-0.35057521641254424,1.0,0,0.07917249947786331,0.16277897357940674,0.02375173568725586,0.04883367195725441,-0.060062188655138016,0.07102193683385849,1,0.042749293,-0.033041444,0.003005841,0.044505693,-0.0007007788,-0.0791725,-0.07263216,-0.07790533,-0.055923466,0.023869269,0.012893732,-0.010540153,-0.092797734,0.9527701,-1.8220859,-0.13071339,0.922027,-1.817035,0.015789866,0.9688199,-1.9122734,0.16438606,0.9148823,-1.807735,-0.079972945,0.9428577,-1.8211842,-0.11736168,0.92181677,-1.8407867,-0.005999781,0.94544834,-1.9290504,0.17154685,0.9187504,-1.810897
212,4.254685878753662,0.5,0.0,0.0,-0.35098129510879517,-0.35098129510879517,-0.34747148215770723,1.0,0,0.08767331391572952,0.17425216734409332,0.026301980018615723,0.05227561667561531,-0.062131546437740326,0.05565771088004112,1,0.08294749,0.0004259049,-0.017018817,0.05197921,0.01302548,-0.08486037,-0.035526983,-0.087673314,-0.04851834,0.04224075,0.0048276545,0.0032450547,-0.10683972,0.96046174,-1.8189417,-0.12956916,0.91584444,-1.8373756,0.0037304834,0.95749646,-1.9489082,0.15665528,0.9122582,-1.7701926,-0.08195547,0.9605895,-1.8240473,-0.11397539,0.91975206,-1.8628337,-0.0069276122,0.9311945,-1.9634637,0.16932751,0.9137065,-1.7692192
213,4.274549245834351,0.5,0.0,0.0,-0.35095247626304626,-0.35095247626304626,-0.3474429515004158,1.0,0,0.0903538167476654,0.16585201025009155,0.027106165885925293,0.04975559562444687,-0.06729740649461746,0.043777380138635635,1,0.073066644,0.012733625,0.0009259124,0.029631972,0.0126052825,-0.09035382,-0.04240523,-0.0887888,-0.05008008,0.013893872,0.012873948,-0.015998384,-0.113043785,0.9836271,-1.8101996,-0.13955574,0.922419,-1.886157,-0.004686244,0.94516355,-2.011351,0.13860518,0.91087204,-1.7318501,-0.09112379,0.98744714,-1.8099219,-0.13066615,0.92620057,-1.9132632,-0.017407812,0.9185269,-2.026375,0.14277335,0.91473424,-1.7366496
214,4.294683933258057,0.5,0.0,0.0,-0.35372209548950195,-0.35372209548950195,-0.35018487453460695,1.0,0,0.09880664199590683,0.17930933833122253,0.02964199334383011,0.05371258780360222,-0.07687562704086304,0.037809040397405624,1,0.019347064,0.014731672,0.0233262,0.03070083,0.0017703697,-0.08009562,-0.09880664,-0.05575076,-0.046927903,-0.06660978,0.03488337,-0.05411628,-0.113097996,0.996697,-1.7981375,-0.15219344,0.9407544,-1.9086156,0.015693106,0.9251123,-2.05,0.13870099,0.89479923,-1.7009825,-0.107293874,1.0,-1.7911397,-0.1429832,0.94128555,-1.9326442,-0.013948888,0.90838706,-2.0640783,0.11871806,0.90526426,-1.7172173
215,4.3143150806427,0.5,0.0,0.0,-0.35062992572784424,-0.35062992572784424,-0.34712362647056577,1.0,0,0.09766103327274323,0.16579502820968628,0.02929830551147461,0.05182996392250061,-0.0844782143831253,0.03710947558283806,1,0.041257907,0.030313108,0.010193887,0.04872341,0.0207679,-0.09766103,-0.051933255,-0.045062806,-0.012579833,-0.05877739,0.04100286,-0.04896972,-0.12875317,1.0171793,-1.7625562,-0.1531163,0.96043193,-1.933664,0.023283713,0.8887361,-2.05,0.12494838,0.89744246,-1.6982169,-0.1163758,1.0,-1.759498,-0.13849927,0.9666623,-1.9629623,0.0077037355,0.87521726,-2.0537739,0.10731517,0.9097433,-1.7129078
216,4.334149599075317,0.5,0.0,0.0,-0.35946524143218994,-0.35946524143218994,-0.35587058901786806,1.0,0,0.09745947271585464,0.16844530403614044,0.032482147216796875,0.05954185873270035,-0.08035383373498917,0.03293459117412567,1,0.076902516,-0.026562842,-0.030393602,0.06879418,0.0017265683,-0.09745947,-0.022231333,-0.059162755,-0.014013932,0.021851858,0.03527023,-0.026156249,-0.14221862,1.0324821,-1.7768656,-0.15393396,0.96637166,-1.974846,0.02798824,0.86523265,-2.05,0.13343626,0.9183129,-1.7083422,-0.11914787,1.0,-1.7859837,-0.1332957,0.9668896,-2.0040839,0.02131884,0.8474838,-2.0542042,0.13999182,0.928894,-1.716189
217,4.354242563247681,0.5,0.0,0.0,-0.35782474279403687,-0.35782474279403687,-0.3542464953660965,1.0,0,0.10932080447673798,0.21529890596866608,0.03627657890319824,0.0726119726896286,-0.07051066309213638,0.02199302427470684,1,0.08481488,-0.048912358,-0.06420953,0.109320804,-0.0030955577,-0.10566165,-0.03618806,-0.061221085,-0.0012978212,0.05799758,0.020560846,-0.025961835,-0.15776604,1.0362766,-1.7959912,-0.13611928,0.9490184,-1.9857287,0.019749694,0.8522264,-2.05,0.15205131,0.9548921,-1.6928747,-0.13232158,1.0,-1.8152541,-0.103323035,0.9480898,-2.0174272,0.008893276,0.83386004,-2.0503893,0.1694506,0.96106035,-1.7006632
218,4.37476372718811,0.5,0.0,0.0,-0.3563997149467468,-0.3563997149467468,-0.35283571779727935,1.0,0,0.10328735411167145,0.20404694974422455,0.030986204743385315,0.06299196183681488,-0.0732390284538269,0.015093863010406494,1,0.045381982,-0.049596563,-0.049006768,0.103287354,-0.02094211,-0.098268636,-0.05692012,-0.058992404,0.009183853,0.04643477,0.03777142,-0.059693884,-0.18629722,1.0210285,-1.7859839,-0.119079635,0.9153789,-1.9901879,0.0127647,0.8490267,-2.05,0.15619382,0.9791783,-1.6954772,-0.17268263,1.0,-1.800686,-0.08809343,0.9090963,-2.0196686,-0.004311336,0.831329,-2.0472448,0.17012425,0.99050975,-1.7133855
219,4.394955635070801,0.5,0.0,0.0,-0.35274413228034973,-0.35274413228034973,-0.3492166909575462,1.0,0,0.09718974679708481,0.20081573724746704,0.029156923294067383,0.061860859394073486,-0.0822351723909378,0.013500932604074478,1,-0.0005282758,-0.04026926,-0.027675774,0.09718975,-0.02671129,-0.07665615,-0.08948153,-0.03467387,0.012015905,-0.016661672,0.059084695,-0.09370912,-0.21107277,1.0248337,-1.7681152,-0.1077061,0.9016455,-1.9929044,0.033495612,0.84001434,-2.05,0.15573832,0.99361575,-1.6993822,-0.21123126,1.0,-1.7764179,-0.07854918,0.8936321,-2.0159013,0.006651152,0.8296122,-2.046395,0.15073982,1.0,-1.727495
220,4.415240049362183,0.5,0.0,0.0,-0.35914623737335205,-0.35914623737335205,-0.3555547749996185,1.0,0,0.08398669958114624,0.17771558463573456,0.028465986251831055,0.05706542730331421,-0.08385831862688065,0.010267723351716995,1,0.011971883,-0.045100823,-0.03381044,0.0839867,-0.023341523,-0.05691779,-0.08149013,-0.037891142,-0.010325684,0.00038772816,0.05616248,-0.07801712,-0.2268621,1.028466,-1.7567412,-0.09551444,0.8849283,-1.9634373,0.06035729,0.8234766,-2.05,0.14667419,0.99159515,-1.7065183,-0.22327054,1.0,-1.7668843,-0.07031843,0.8779258,-1.9805126,0.03591025,0.8121093,-2.0530977,0.1467905,1.0,-1.7299235
221,4.436427593231201,0.5,0.0,0.0,-0.3635448217391968,-0.3635448217391968,-0.3599093735218048,1.0,0,0.08637795597314835,0.1890152096748352,0.043434977531433105,0.06888479739427567,-0.08232730627059937,0.002339419675990939,1,0.0525493,-0.0491974,-0.055683408,0.086377956,-0.03164337,-0.071263045,-0.06414042,-0.05877066,-0.02054276,0.035044514,0.039681897,-0.055773273,-0.22538182,1.043435,-1.7726523,-0.09054393,0.8612829,-1.9302294,0.05822567,0.8243204,-2.05,0.14382255,1.0016329,-1.705712,-0.20961703,1.0,-1.7893573,-0.064630546,0.8517899,-1.9516083,0.038983542,0.8066892,-2.0561628,0.1543359,1.0,-1.7224439
222,4.454164981842041,0.5,0.0,0.0,-0.36300939321517944,-0.36300939321517944,-0.35937929928302764,1.0,0,0.10698232054710388,0.20412763953208923,0.05212759971618652,0.0785825252532959,-0.08690740913152695,-0.005866148043423891,1,0.055258032,-0.04374331,-0.050616376,0.10698232,-0.024741795,-0.083636746,-0.0627919,-0.06409902,-0.015893612,0.049216695,0.036837943,-0.054801837,-0.22618723,1.0521276,-1.7842698,-0.082361475,0.8258002,-1.8953573,0.053870097,0.82895756,-2.0298688,0.105826825,0.9985358,-1.7268136,-0.20960982,1.0,-1.7994547,-0.050266776,0.8183776,-1.9204483,0.035032526,0.80972785,-2.034637,0.120591834,1.0,-1.7432541
223,4.473252773284912,0.5,0.0,0.0,-0.35975635051727295,-0.35975635051727295,-0.35615878701210024,1.0,0,0.09058574587106705,0.19718903303146362,0.07299613952636719,0.09267521649599075,-0.09570757299661636,-0.011585530824959278,1,0.029181805,-0.04082902,-0.034320112,0.090585746,-0.02527989,-0.07862568,-0.085029654,-0.06277226,-0.02154686,0.01435389,0.045134947,-0.07926125,-0.21688631,1.0729961,-1.7953713,-0.08137417,0.80460715,-1.8565075,0.06469239,0.82943064,-2.005595,0.08042012,1.0097017,-1.7375891,-0.20813178,1.0,-1.8056673,-0.054198444,0.7970232,-1.8800952,0.039183497,0.81059897,-2.012059,0.08472629,1.0,-1.7613674
224,4.4939422607421875,0.5,0.0,0.0,-0.35942405462265015,-0.35942405462265015,-0.35582981407642367,1.0,0,0.09203853458166122,0.19176672399044037,0.09884238243103027,0.11426372826099396,-0.09117037057876587,-0.010911284945905209,1,0.053069063,-0.039414864,-0.04153644,0.07088642,-0.021894518,-0.092038535,-0.064101055,-0.061970543,-0.0038097436,-0.015958162,0.048242193,-0.07847431,-0.2003865,1.0988424,-1.8165523,-0.08892088,0.80399376,-1.8106251,0.09222314,0.82276386,-1.967474,0.060647607,1.0180541,-1.7511342,-0.18446578,1.0,-1.8290132,-0.06765495,0.7974254,-1.8382367,0.07299282,0.8041727,-1.968617,0.055860158,1.0,-1.7746764
225,4.51415753364563,0.5,0.0,0.0,-0.36315596103668213,-0.36315596103668213,-0.3595244014263153,1.0,0,0.11201497912406921,0.2088489681482315,0.13155198097229004,0.1466902643442154,-0.08150709420442581,-0.006158050615340471,1,0.07730708,-0.031668976,-0.031348586,0.08376363,-0.025732903,-0.11201498,-0.06841407,-0.05967947,-0.007614292,-0.02442542,0.03331438,-0.0736438,-0.15904745,1.131552,-1.8629313,-0.110540554,0.8470999,-1.7857329,0.113734916,0.81621027,-1.9182343,0.039562937,1.0218322,-1.772975,-0.13585533,1.0,-1.8723358,-0.08541147,0.83938,-1.8193374,0.0932107,0.7983064,-1.9205186,0.03223531,1.0,-1.7950681
