step,time,cmd_vx,cmd_vy,cmd_wz,V_hat,Q_val,threshold,alpha,n_iters,filtered_abs_max,filtered_norm,delta_target_abs_max,delta_target_norm,roll,pitch,active,filtered_pb_0,filtered_pb_1,filtered_pb_2,filtered_pb_3,filtered_pb_4,filtered_pb_5,filtered_pb_6,filtered_pb_7,filtered_pb_8,filtered_pb_9,filtered_pb_10,filtered_pb_11,walk_target_pb_0,walk_target_pb_1,walk_target_pb_2,walk_target_pb_3,walk_target_pb_4,walk_target_pb_5,walk_target_pb_6,walk_target_pb_7,walk_target_pb_8,walk_target_pb_9,walk_target_pb_10,walk_target_pb_11,action_pb_0,action_pb_1,action_pb_2,action_pb_3,action_pb_4,action_pb_5,action_pb_6,action_pb_7,action_pb_8,action_pb_9,action_pb_10,action_pb_11
10,0.21502923965454102,0.0,0.0,0.0,-0.3420408368110657,-0.3420408368110657,-0.33862042844295503,1.0,0,0.09270118921995163,0.18535098433494568,0.04701352119445801,0.07050351053476334,-0.05246170610189438,-0.05012194439768791,1,0.065065,-0.06068867,-0.038286082,-0.010916793,-0.009921024,-0.07206266,0.008847915,-0.09270119,-0.065892786,0.079541996,0.014677687,0.0024384737,0.012061305,1.0470135,-1.997173,-0.047648955,0.87405676,-1.8911594,0.042450435,0.9541471,-1.9647624,-0.0144274235,0.80970657,-1.8540584,0.031580806,1.0,-2.008659,-0.050923992,0.87108046,-1.9127783,0.04510481,0.92633677,-1.9845303,0.009435177,0.81410986,-1.8533268
11,0.23497581481933594,0.0,0.0,0.0,-0.33761411905288696,-0.33761411905288696,-0.3342379778623581,1.0,0,0.09729845076799393,0.20362591743469238,0.04912376403808594,0.07522203773260117,-0.047014251351356506,-0.04746832698583603,1,0.054636624,-0.0735227,-0.024192488,-0.0031791795,-0.03394289,-0.09228844,0.032626722,-0.050860032,-0.006972651,0.09729845,-0.018680789,0.0963965,0.006394103,1.0491238,-1.9986107,-0.035568975,0.8814713,-1.9011512,0.046784177,0.9576522,-1.9665524,-0.0071518645,0.820891,-1.848656,0.022785092,1.0,-2.0058684,-0.036522727,0.8712884,-1.9288377,0.056572195,0.9423942,-1.9686441,0.022037672,0.8152868,-1.8197371
12,0.2546200752258301,0.0,0.0,0.0,-0.3329445421695709,-0.3329445421695709,-0.3296150967478752,1.0,0,0.12130274623632431,0.2104695439338684,0.049382805824279785,0.07813705503940582,-0.04308003932237625,-0.03512071818113327,1,0.062292498,-0.059631217,-0.019357774,0.028854312,-0.03160985,-0.121302746,0.04156527,-0.029429296,0.034747563,0.09577149,-0.007039812,0.08317134,0.00030886382,1.0493828,-1.9877632,-0.035249658,0.8965532,-1.9303637,0.045436174,0.9548869,-1.9533855,0.0031895787,0.8397467,-1.8620789,0.018996613,1.0,-1.9935704,-0.026593365,0.88707024,-1.9667544,0.057905756,0.94605815,-1.9429612,0.03192103,0.83763474,-1.8371274
13,0.27498626708984375,0.0,0.0,0.0,-0.3399982452392578,-0.3399982452392578,-0.3365982627868652,1.0,0,0.1002776101231575,0.15878714621067047,0.03902280330657959,0.060617975890636444,-0.05486015975475311,-0.024360012263059616,1,0.011936795,-0.03612409,-0.014972694,0.038970232,-0.018520502,-0.10027761,-0.03730927,-0.054703385,-0.0060723866,0.003605065,0.058306776,-0.061566703,-0.004967943,1.0390228,-1.9731183,-0.043963272,0.8914127,-1.9334157,0.0356595,0.95956856,-1.9519298,-0.00019007921,0.83113825,-1.8734331,-0.0013869042,1.0,-1.9776101,-0.0322722,0.8858565,-1.963499,0.024466718,0.94315755,-1.9537516,0.0008914403,0.8486303,-1.8919032
14,0.294996976852417,0.0,0.0,0.0,-0.34589189291000366,-0.34589189291000366,-0.3424329739809036,1.0,0,0.07696517556905746,0.1553809940814972,0.03698992729187012,0.056229665875434875,-0.05988237261772156,-0.025379449129104614,1,0.025530051,-0.06492507,-0.036377814,0.008926159,-0.023665708,-0.05113542,-0.037816744,-0.076965176,-0.047649946,0.053124826,0.03783686,-0.02863827,-0.015908323,1.0369899,-1.9771132,-0.037476063,0.8713126,-1.917554,0.026233703,0.96929383,-1.9554205,-0.0013768971,0.82471025,-1.8667752,-0.008249307,1.0,-1.9880266,-0.034798216,0.86421293,-1.9328947,0.01488868,0.9462043,-1.9697155,0.014560552,0.8360613,-1.8753667
15,0.3163719177246094,0.0,0.0,0.0,-0.35055094957351685,-0.35055094957351685,-0.34704544007778165,1.0,0,0.07720262557268143,0.1810915619134903,0.041521310806274414,0.06433558464050293,-0.039884161204099655,-0.030059881508350372,1,0.070852384,-0.077202626,-0.057115667,0.012405055,-0.025145318,-0.057252433,-0.019070456,-0.06934641,-0.057943765,0.072862625,0.024863344,0.0055135787,-0.018398434,1.0415213,-1.9988053,-0.015244618,0.86728644,-1.9108427,0.028908,0.977315,-1.9568864,0.015732102,0.83481675,-1.8511038,0.0028572828,1.0,-2.01594,-0.0115231015,0.8597428,-1.9280183,0.023186862,0.9565111,-1.9742695,0.03759089,0.84227574,-1.8494498
16,0.3333561420440674,0.0,0.0,0.0,-0.3444820046424866,-0.3444820046424866,-0.3410371845960617,1.0,0,0.09447340667247772,0.15817314386367798,0.05148577690124512,0.06870288401842117,-0.03706808388233185,-0.02640714682638645,1,0.037804425,-0.04501661,-0.028143577,0.038757604,-0.023576556,-0.09447341,-0.019040018,-0.061062403,-0.019506663,0.04780186,0.047695477,-0.027500171,-0.014466397,1.0514858,-2.002136,-0.02866567,0.8875068,-1.9262408,0.028569214,0.97216773,-1.9496715,0.008425988,0.8489854,-1.8560017,-0.0031250697,1.0,-2.010579,-0.017038388,0.8804338,-1.9545828,0.022857208,0.953849,-1.9555235,0.022766545,0.863294,-1.8642517
17,0.3546626567840576,0.0,0.0,0.0,-0.33961355686187744,-0.33961355686187744,-0.33621742129325866,1.0,0,0.1185116320848465,0.1606431007385254,0.04638683795928955,0.06661687046289444,-0.05072646960616112,-0.0149116525426507,1,0.018580223,-0.020134969,-0.0028738957,0.036043953,-0.010016956,-0.11851163,-0.02510021,-0.06141339,-0.00044531364,0.0004901288,0.042627785,-0.058168713,-0.01890368,1.0463868,-1.971705,-0.05017006,0.8955016,-1.9335873,0.023488425,0.97098047,-1.9517368,-0.0066234767,0.8467176,-1.8801463,-0.013329613,1.0,-1.9725671,-0.039356872,0.8924965,-1.9691408,0.015958361,0.95255643,-1.9518704,-0.006476438,0.85950595,-1.8975968
18,0.37695765495300293,0.0,0.0,0.0,-0.3462867736816406,-0.3462867736816406,-0.3428239059448242,1.0,0,0.0874403715133667,0.1429215967655182,0.05448031425476074,0.06848981976509094,-0.049242280423641205,-0.009412440471351147,1,0.037218384,-0.03584546,-0.015735345,0.015873281,-0.0140325595,-0.08744037,-0.02529615,-0.07394591,-0.027792744,0.01684728,0.03210055,-0.034922443,-0.016913123,1.0544803,-1.9650471,-0.05115225,0.90325576,-1.9349774,0.032901615,0.97128224,-1.9595743,-0.00567431,0.84372187,-1.8852687,-0.005747608,1.0,-1.9697677,-0.046390265,0.899046,-1.9612095,0.02531277,0.94909847,-1.9679122,-0.0006201258,0.853352,-1.8957454
19,0.3945591449737549,0.0,0.0,0.0,-0.3490460216999054,-0.3490460216999054,-0.34555556148290634,1.0,0,0.09035602957010269,0.1942441463470459,0.06808245182037354,0.08737988770008087,-0.03655907139182091,-0.014735876582562923,1,0.079153724,-0.0663115,-0.052593794,0.010253021,-0.017789839,-0.070501514,-0.0076532923,-0.09035603,-0.058938716,0.08385068,0.0049220743,0.012584375,-0.016058132,1.0680825,-1.9954127,-0.03593541,0.8991085,-1.9345763,0.03487187,0.97354716,-1.9573569,0.004809737,0.85667384,-1.8628907,0.007687986,1.0,-2.011191,-0.032859504,0.8937716,-1.9557267,0.032575883,0.94644034,-1.9750385,0.029964942,0.8581505,-1.8591154
20,0.41509199142456055,0.0,0.0,0.0,-0.34521085023880005,-0.34521085023880005,-0.341758741736412,1.0,0,0.09661474078893661,0.1903768926858902,0.06550824642181396,0.08516856282949448,-0.03417642042040825,-0.01882685162127018,1,0.06332868,-0.057691816,-0.041305903,0.041377146,-0.018634891,-0.07957727,-0.0071560037,-0.086682245,-0.04025938,0.09661474,0.016876053,0.0011831127,-0.014988534,1.0655082,-2.005169,-0.03686992,0.8884164,-1.9184937,0.021899775,0.97842973,-1.9549856,-0.0018365979,0.85871464,-1.8594645,0.004010072,1.0,-2.0175607,-0.024456777,0.882826,-1.942367,0.019752974,0.95242506,-1.9670634,0.027147826,0.86377746,-1.8591096
21,0.43680763244628906,0.0,0.0,0.0,-0.34119027853012085,-0.34119027853012085,-0.3377783757448196,1.0,0,0.1051499992609024,0.1653529852628708,0.057065725326538086,0.07500095665454865,-0.04692579805850983,-0.01121370680630207,1,0.016295947,-0.03198987,-0.012931875,0.05606281,-0.020308528,-0.10515,-0.035110693,-0.06222493,0.0019789832,0.03693765,0.048277866,-0.04969617,-0.026233017,1.0570657,-1.985161,-0.042460226,0.89069504,-1.9256787,0.017146528,0.9855175,-1.962783,-0.0013045594,0.8779392,-1.8857161,-0.021344233,1.0,-1.9890405,-0.025641382,0.8846025,-1.9572238,0.0066133197,0.96685004,-1.9621893,0.009776736,0.89242256,-1.900625
22,0.45417284965515137,0.0,0.0,0.0,-0.3433321416378021,-0.3433321416378021,-0.3398988202214241,1.0,0,0.09450968354940414,0.15742352604866028,0.05352985858917236,0.07038064301013947,-0.04757484048604965,-0.00488324137404561,1,0.020725438,-0.03977774,-0.016067782,0.045000155,-0.026304204,-0.09450968,-0.04196576,-0.062237058,-0.0035334646,0.032632835,0.04451167,-0.046582423,-0.02951812,1.0535299,-1.9668148,-0.034332737,0.8970415,-1.9423087,0.0269306,0.9883108,-1.9637848,0.013386808,0.88912356,-1.9005758,-0.023300488,1.0,-1.9716351,-0.020832691,0.88915026,-1.9706615,0.014340872,0.9696397,-1.9648448,0.023176659,0.9024771,-1.9145505
23,0.47415757179260254,0.0,0.0,0.0,-0.3503209948539734,-0.3503209948539734,-0.34681778490543363,1.0,0,0.08313362300395966,0.17466826736927032,0.06158244609832764,0.0786924809217453,-0.034876707941293716,-0.005321399308741093,1,0.06291373,-0.061976954,-0.043274775,0.031933293,-0.020524012,-0.07080662,-0.021827966,-0.08313362,-0.038784508,0.07258622,0.013454921,-0.0063855085,-0.021786317,1.0615824,-1.9805001,-0.025856823,0.89429075,-1.9385768,0.030096926,0.9838383,-1.9579301,0.017222583,0.88296324,-1.8892097,-0.0029121973,1.0,-1.9934826,-0.016276835,0.8881335,-1.9598188,0.023548536,0.95889825,-1.9695654,0.03899845,0.8869997,-1.8911254
24,0.49347853660583496,0.0,0.0,0.0,-0.3450661897659302,-0.3450661897659302,-0.3416155278682709,1.0,0,0.11707361787557602,0.21916969120502472,0.07070267200469971,0.09483844041824341,-0.03037605807185173,-0.012372863478958607,1,0.08258098,-0.060344122,-0.044344667,0.025485585,-0.011810974,-0.07962974,0.006256034,-0.10542344,-0.057310972,0.11707362,-0.0057857954,0.017334016,-0.0187376,1.0707027,-2.0048697,-0.02974727,0.8874639,-1.9289047,0.026382081,0.9861839,-1.9601885,0.010626033,0.8850093,-1.8725467,0.006036697,1.0,-2.0181732,-0.022101594,0.8839206,-1.9527936,0.028258892,0.9545568,-1.9773818,0.04574812,0.88327354,-1.8673465
25,0.5143654346466064,0.0,0.0,0.0,-0.3408324718475342,-0.3408324718475342,-0.3374241471290588,1.0,0,0.09923682361841202,0.16954106092453003,0.06435370445251465,0.08140287548303604,-0.04011516273021698,-0.013519569300115108,1,0.03690417,-0.033657182,-0.019215949,0.05043706,-0.014127285,-0.09923682,-0.024126874,-0.08054832,-0.020271763,0.06517714,0.026427643,-0.029346367,-0.018457055,1.0643537,-1.9963471,-0.04696242,0.88919896,-1.9171095,0.02442,0.9854749,-1.9694917,0.0008533299,0.885065,-1.8865759,-0.0073858034,1.0,-2.002112,-0.0318313,0.8849608,-1.9468806,0.017181939,0.9613104,-1.9755733,0.020406473,0.89299333,-1.8953799
26,0.5406551361083984,0.0,0.0,0.0,-0.3417049050331116,-0.3417049050331116,-0.33828785598278044,1.0,0,0.09339043498039246,0.1571836769580841,0.06064867973327637,0.07608262449502945,-0.041254159063100815,-0.004913414362818003,1,0.0107194455,-0.03548138,-0.0065708994,0.04273764,-0.025719251,-0.093390435,-0.053132564,-0.06340317,-0.010804104,0.021086963,0.040557183,-0.055051196,-0.02348195,1.0606487,-1.9739144,-0.04356987,0.90154487,-1.9368448,0.031027138,0.9862734,-1.9765499,0.007455744,0.90335095,-1.9069384,-0.020266116,1.0,-1.9758856,-0.030748578,0.8938291,-1.964862,0.015087368,0.96725243,-1.979791,0.0137818325,0.9155181,-1.9234538
27,0.5529439449310303,0.0,0.0,0.0,-0.3466692268848419,-0.3466692268848419,-0.3432025346159935,1.0,0,0.08238082379102707,0.1726076751947403,0.0720529556274414,0.08701851218938828,-0.03338674083352089,-0.004420282784849405,1,0.058322586,-0.057813372,-0.039578818,0.027269501,-0.026421083,-0.082380824,-0.017680641,-0.07592109,-0.032477323,0.075426355,0.01991364,-0.0061350362,-0.021770753,1.072053,-1.9937932,-0.028590523,0.8963359,-1.9459982,0.03768515,0.9805494,-1.9684753,0.020160057,0.90547895,-1.8901017,-0.004273977,1.0,-2.005667,-0.020409672,0.88840955,-1.9707124,0.032380957,0.9577731,-1.9782186,0.04278796,0.91145307,-1.8919421
28,0.5761713981628418,0.0,0.0,0.0,-0.34333306550979614,-0.34333306550979614,-0.33989973485469815,1.0,0,0.11384974420070648,0.21448054909706116,0.06318008899688721,0.08841284364461899,-0.02693738043308258,-0.010958230122923851,1,0.079863705,-0.059166983,-0.046720203,0.035739094,-0.011592992,-0.08205786,0.0030616948,-0.10211279,-0.0474295,0.113849744,-0.0034166116,0.011645602,-0.018210866,1.0631801,-2.0054266,-0.028251454,0.8853163,-1.9276996,0.028339162,0.9844857,-1.9651189,0.020199336,0.89593405,-1.8798577,0.0057482477,1.0,-2.0194428,-0.017529726,0.88183844,-1.9523169,0.02925767,0.9538518,-1.9793477,0.05435426,0.8949091,-1.876364
29,0.5949180126190186,0.0,0.0,0.0,-0.3405699133872986,-0.3405699133872986,-0.3371642142534256,1.0,0,0.09895069152116776,0.18570327758789062,0.06158888339996338,0.08189103752374649,-0.0401003398001194,-0.0160063449293375,1,0.043227475,-0.046038773,-0.029371442,0.040344704,-0.01699367,-0.08278222,-0.015093383,-0.09326669,-0.036669705,0.09895069,0.02170495,-0.018220063,-0.018994048,1.0615889,-2.0090613,-0.040420014,0.8736117,-1.9105693,0.018989272,0.9914527,-1.9749377,0.0064457506,0.88904727,-1.8889974,-0.006025805,1.0,-2.0178728,-0.028316602,0.8685136,-1.935404,0.014461257,0.96347266,-1.9859385,0.036130957,0.8955588,-1.8944634
30,0.616013765335083,0.0,0.0,0.0,-0.34002649784088135,-0.34002649784088135,-0.3366262328624725,1.0,0,0.12115475535392761,0.19750209152698517,0.05839693546295166,0.08081825077533722,-0.0441536046564579,-0.012400015257298946,1,0.019027114,-0.065764725,-0.0072724456,0.026131865,-0.040262442,-0.090306565,0.006215744,-0.05653655,0.011063707,0.121154755,-0.020580366,0.0731334,-0.025812022,1.0583969,-1.9882843,-0.03748309,0.8829531,-1.929879,0.02807618,0.9876306,-1.982281,0.0094188675,0.9057011,-1.903863,-0.020103889,1.0,-1.9904661,-0.029643528,0.87087435,-1.9569709,0.029940903,0.9706696,-1.9789618,0.045765296,0.899527,-1.881923
31,0.633434534072876,0.0,0.0,0.0,-0.33944565057754517,-0.33944565057754517,-0.3360511940717697,1.0,0,0.12601535022258759,0.22897544503211975,0.06216788291931152,0.08985097706317902,-0.035250551998615265,-0.008310896344482899,1,0.05993545,-0.075301245,-0.02903147,0.028906187,-0.041678835,-0.098911524,0.033104535,-0.055410508,0.015323514,0.12601535,-0.025364146,0.0950997,-0.023591205,1.0621679,-1.993127,-0.024319872,0.89127386,-1.9459962,0.03498944,0.98684204,-1.9784278,0.02562362,0.9128974,-1.9053065,-0.0056105703,1.0,-2.0018365,-0.015648015,0.87877023,-1.9756696,0.044920802,0.9702189,-1.9738307,0.06342822,0.90528816,-1.8767766
32,0.6573696136474609,0.0,0.0,0.0,-0.34286797046661377,-0.34286797046661377,-0.3394392907619476,1.0,0,0.09542640298604965,0.17853665351867676,0.06237435340881348,0.08080609887838364,-0.03901868313550949,-0.012032062746584415,1,0.052532043,-0.05052153,-0.03047913,0.03122061,-0.015259012,-0.07655334,-0.018678134,-0.0954264,-0.04650515,0.079811424,0.016397368,-0.017601255,-0.012720995,1.0623744,-2.0045457,-0.03540293,0.8836113,-1.9327397,0.03198324,0.9789823,-1.9712396,0.015792333,0.8895587,-1.8930632,0.0030386187,1.0,-2.0136895,-0.026036747,0.8790336,-1.9557058,0.026379801,0.9503544,-1.9851911,0.03973576,0.8944779,-1.8983436
33,0.6748602390289307,0.0,0.0,0.0,-0.3407868444919586,-0.3407868444919586,-0.33737897604703904,1.0,0,0.09714007377624512,0.18140152096748352,0.05388534069061279,0.07510432600975037,-0.04885081574320793,-0.0175278689712286,1,0.045515195,-0.049951058,-0.031366765,0.021889053,-0.013000918,-0.07646546,-0.011344099,-0.097140074,-0.0479088,0.0922193,0.01634594,-0.015134375,-0.017371282,1.0538853,-2.0051792,-0.042780504,0.8666894,-1.906766,0.022617191,0.9845169,-1.9803658,0.005529225,0.8786967,-1.8948888,-0.003716723,1.0,-2.0145893,-0.036213785,0.8627891,-1.9297057,0.019213961,0.9553749,-1.9947383,0.03319502,0.8836005,-1.8994291
34,0.697340726852417,0.0,0.0,0.0,-0.34043532609939575,-0.34043532609939575,-0.3370309728384018,1.0,0,0.13697834312915802,0.23693419992923737,0.057750582695007324,0.08814207464456558,-0.04079755023121834,-0.017628652974963188,1,0.056577172,-0.08289949,-0.032210324,0.02317919,-0.045331296,-0.09635447,0.027434196,-0.058385488,0.0009563889,0.13697834,-0.02592463,0.09773974,-0.022454746,1.0577506,-2.0105488,-0.030562319,0.8732765,-1.9207928,0.0323183,0.9851374,-1.98602,0.016573027,0.8925889,-1.890773,-0.0054815933,1.0,-2.020212,-0.023608562,0.8596771,-1.9496992,0.040548563,0.96762174,-1.985733,0.057666533,0.8848115,-1.8614511
35,0.7164161205291748,0.0,0.0,0.0,-0.33784112334251404,-0.33784112334251404,-0.3344627121090889,1.0,0,0.12629945576190948,0.2268536239862442,0.057334065437316895,0.08626683056354523,-0.03420674800872803,-0.012922648340463638,1,0.058927692,-0.07279078,-0.027401622,0.03439938,-0.041444283,-0.10495532,0.03179714,-0.049133737,0.021314876,0.12629946,-0.0187018,0.0885628,-0.018552944,1.0573341,-2.0056264,-0.025824971,0.8836508,-1.9402753,0.036440864,0.9764444,-1.9727962,0.025232717,0.9020711,-1.8918494,-0.00087463483,1.0,-2.0138469,-0.015505157,0.8712175,-1.971762,0.045980006,0.9617043,-1.9664017,0.063122556,0.8964606,-1.8652805
36,0.7340152263641357,0.0,0.0,0.0,-0.33800286054611206,-0.33800286054611206,-0.33462283194065096,1.0,0,0.11654029786586761,0.19137613475322723,0.051482319831848145,0.0748697966337204,-0.04474843293428421,-0.010789754800498486,1,0.017667534,-0.061569687,-0.0057758354,0.01689409,-0.03775959,-0.08773803,0.005549922,-0.06707336,0.0057136575,0.1165403,-0.024863387,0.065705575,-0.019599758,1.0514823,-2.0003202,-0.038671285,0.872619,-1.9331963,0.025011115,0.97571504,-1.9701493,0.013937838,0.8873037,-1.8965973,-0.014299498,1.0,-2.002053,-0.033603057,0.8612911,-1.9595177,0.026676092,0.95559305,-1.9684352,0.04889993,0.87984467,-1.8768857
